銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址,lat,lng
13,2457,國泰世華商業銀行,香山分行,新竹市中華路四段582號,24.7888348,120.929562
13,2468,國泰世華商業銀行,竹北分行,新竹縣竹北市光明六路87之1號,24.826786,121.009782
13,2480,國泰世華商業銀行,同德分行,桃園市桃園區中正路1125號,25.0175634,121.2975485
13,2549,國泰世華商業銀行,彰美分行,彰化縣彰化市辭修路136號,24.086323,120.537975
13,2550,國泰世華商業銀行,太平分行,台中市太平區中興東路142號,24.1308029,120.7213873
13,2561,國泰世華商業銀行,沙鹿分行,台中市沙鹿區中山路476號,24.2458433,120.5625727
13,2583,國泰世華商業銀行,大里分行,台中市大里區國光路二段259號,24.105897,120.680342
13,2608,國泰世華商業銀行,逢甲分行,台中市西屯區河南路二段363號,24.1715645,120.6447565
13,2619,國泰世華商業銀行,大雅分行,台中市大雅區民生路一段125號,24.2269673,120.6491126
13,2620,國泰世華商業銀行,潭子分行,台中市潭子區潭興路三段46號,24.21173760000001,120.7034021
13,2631,國泰世華商業銀行,光華分行,台北市中山區松江路136號,25.0530242,121.5327761
13,2642,國泰世華商業銀行,西松分行,台北市松山區南京東路五段230號,25.051002,121.56570259999998
13,2653,國泰世華商業銀行,蘭雅分行,台北市士林區德行西路45號,25.106097,121.5231511
13,2664,國泰世華商業銀行,永平分行,台北市松山區復興北路199號,25.055703,121.544376
13,2675,國泰世華商業銀行,和平分行,台北市大安區和平東路一段197號,25.0263711,121.5340017
13,2686,國泰世華商業銀行,慶城分行,台北市松山區民生東路三段158號,25.0573498,121.5478158
13,2697,國泰世華商業銀行,瑞湖分行,台北市內湖區陽光街292號,25.0729699,121.5754732
13,2701,國泰世華商業銀行,文昌分行,台北市信義區光復南路557號,25.0312335,121.5575852
13,2712,國泰世華商業銀行,正義分行,新北市三重區重新路二段9號,25.0626877,121.4986686
13,2723,國泰世華商業銀行,新板分行,新北市板橋區中山路一段156號,25.0114468,121.4651835
13,2734,國泰世華商業銀行,永貞分行,新北市永和區中山路一段225號,25.007732,121.508193
13,2778,國泰世華商業銀行,明誠分行,高雄市鼓山區明誠四路152號,22.6615141,120.2893588
808,15,玉山商業銀行,營業部,台北市松山區民生東路三段115號,25.0581389,121.546428
808,26,玉山商業銀行,南京東路分行,台北市松山區南京東路五段89號,25.051816100000003,121.5601021
808,48,玉山商業銀行,城東分行,台北市中山區松江路111號,25.0514667,121.533252
808,59,玉山商業銀行,新莊分行,新北市新莊區中正路393號,25.0345198,121.4456903
12,2009,台北富邦商業銀行,營業部,台北市中山區中山北路二段50號,25.0560492,121.5222517
12,2032,台北富邦商業銀行,長安東路分行,台北市中山區長安東路一段36號,25.048577,121.5265346
12,2102,台北富邦商業銀行,公庫處,台北市信義區市府路1號,25.037531,121.5639969
12,2205,台北富邦商業銀行,城東分行,台北市中山區南京東路二段90號,25.0517536,121.5311831
12,2216,台北富邦商業銀行,農安分行(客戶移撥建國分行服務),台北市中山區建國北路二段196號,25.0600843,121.5366108
12,3006,台北富邦商業銀行,士林分行,台北市士林區中正路337號,25.094513,121.522972
12,3017,台北富邦商業銀行,士東分行,台北市士林區中山北路六段360號,25.1121862,121.5263756
12,3028,台北富邦商業銀行,瑞光分行(客戶移撥瑞湖分行服務),台北市內湖區瑞湖街62號,25.073712,121.575546
12,3039,台北富邦商業銀行,玉成分行,台北市南港區忠孝東路六段126號,25.0478361,121.5851413
12,3040,台北富邦商業銀行,福港分行,台北市士林區承德路四段310號,25.0896559,121.5184686
12,3051,台北富邦商業銀行,忠孝分行,台北市大安區忠孝東路四段107號,25.0417523,121.5483089
12,3062,台北富邦商業銀行,承德分行(客戶移撥延平分行服務),台北市大同區延平北路二段69號,25.0558174,121.5117554
12,3073,台北富邦商業銀行,龍江分行(客戶移撥南京東路分行服務),台北市中山區南京東路二段139號,25.0522322,121.5356187
12,3109,台北富邦商業銀行,延平分行,台北市大同區延平北路二段69號,25.0558174,121.5117554
12,3202,台北富邦商業銀行,木柵分行,台北市文山區木柵路三段92號,24.988546,121.567155
12,3213,台北富邦商業銀行,木新分行(客戶移撥木柵分行服務),台北市文山區木柵路三段92號,24.988546,121.567155
12,3305,台北富邦商業銀行,西門分行(客戶移撥桂林分行服務),台北市萬華區桂林路52號,25.0378003,121.5043857
12,3408,台北富邦商業銀行,八德分行,台北市松山區八德路三段178號,25.0479437,121.55568329999998
12,3419,台北富邦商業銀行,松南分行,台北市信義區松山路655號,25.035049800000003,121.5806133
12,3420,台北富邦商業銀行,永吉分行,台北市信義區永吉路199號,25.0457148,121.5734747
12,3501,台北富邦商業銀行,中山分行,台北市中山區中山北路二段162號,25.0632225,121.5222899
12,3604,台北富邦商業銀行,北投分行,台北市北投區中央北路一段2號,25.1336127,121.5014629
12,3615,台北富邦商業銀行,石牌分行,台北市北投區文林北路216號,25.108032,121.514585
12,3707,台北富邦商業銀行,大安分行,台北市大安區仁愛路四段37號,25.038279,121.546308
12,3800,台北富邦商業銀行,大同分行,台北市大同區重慶北路三段186號,25.0691915,121.5134891
12,3903,台北富邦商業銀行,古亭分行,台北市中正區羅斯福路3段100號,25.0212038,121.52724740000002
12,4003,台北富邦商業銀行,雙園分行,台北市萬華區西園路二段152號,25.029993,121.496053
12,4014,台北富邦商業銀行,萬華分行,台北市萬華區萬大路482號,25.0198395,121.4973848
12,4106,台北富邦商業銀行,建成分行,台北市大同區南京西路22號,25.0525228,121.5201334
12,4117,台北富邦商業銀行,市府分行,台北市信義區市府路1號,25.037531,121.5639969
12,4209,台北富邦商業銀行,南港分行,台北市南港區三重路19之5號,25.0587767,121.61299270000002
12,4302,台北富邦商業銀行,景美分行,台北市文山區景文街64號,24.9907059,121.541057
12,4313,台北富邦商業銀行,興隆分行,台北市文山區興隆路三段69號,25.0001414,121.5564262
12,4405,台北富邦商業銀行,內湖分行,台北市內湖區成功路三段174巷6號,25.0808892,121.5905836
12,4427,台北富邦商業銀行,文德分行,台北市內湖區文德路42號,25.0782408,121.5804029
12,4508,台北富邦商業銀行,敦化分行(客戶移撥敦北分行服務),台北市松山區民生東路三段138號,25.057434,121.547124
12,4542,台北富邦商業銀行,民生分行,台北市松山區民生東路五段163之1號,25.059085600000003,121.5627706
12,4601,台北富邦商業銀行,信義分行,台北市大安區信義路四段299號,25.0333539,121.5553405
12,4612,台北富邦商業銀行,莊敬分行,台北市信義區莊敬路286號,25.0286819,121.5627865
12,4623,台北富邦商業銀行,東門分行,台北市中正區信義路二段263、265號,25.0338329,121.531754
12,4704,台北富邦商業銀行,松江分行,台北市中山區松江路200號,25.0573022,121.5328316
12,4807,台北富邦商業銀行,和平分行,台北市大安區復興南路二段236號,25.0252374,121.5432081
12,4900,台北富邦商業銀行,延吉分行(客戶移撥安和分行服務),台北市大安區仁愛路四段169號,25.03815830000001,121.552257
12,5103,台北富邦商業銀行,南門分行,台北市中正區金華街17號,25.03255110000001,121.5188765
12,5206,台北富邦商業銀行,復興分行(客戶移撥敦北分行服務),台北市松山區民生東路三段138號,25.057434,121.547124
12,5309,台北富邦商業銀行,西松分行,台北市松山區南京東路四段75之1號,25.0518867,121.5535395
12,5402,台北富邦商業銀行,長安分行(客戶移撥城東分行服務),台北市中山區南京東路二段90號,25.0517536,121.5311831
12,5505,台北富邦商業銀行,桂林分行,台北市萬華區桂林路52號,25.0378003,121.5043857
12,5701,台北富邦商業銀行,敦和分行,台北市大安區敦化南路二段97號,25.0289307,121.549271
12,5804,台北富邦商業銀行,臨沂分行,台北市中正區仁愛路二段61號,25.0384752,121.53013359999998
12,5907,台北富邦商業銀行,中崙分行,台北市中山區復興北路6號,25.0480491,121.5436938
12,6007,台北富邦商業銀行,基隆路分行,台北市信義區基隆路二段149號,25.026609,121.555525
12,6100,台北富邦商業銀行,師大分行,台北市大安區和平東路一段178號,25.026277,121.5294
12,6203,台北富邦商業銀行,永春分行,台北市信義區忠孝東路五段412號,25.040421,121.5751996
12,6214,台北富邦商業銀行,懷生分行,台北市大安區忠孝東路三段215號,25.0418844,121.5396385
12,6306,台北富邦商業銀行,民權分行,台北市中山區民權東路三段37號,25.0625798,121.542313
12,6409,台北富邦商業銀行,吉林簡易型分行(客戶移撥松江分行服務),台北市中山區松江路200號,25.0573022,121.5328316
12,6502,台北富邦商業銀行,社子分行,台北市士林區延平北路五段225號,25.0843236,121.5097601
12,6605,台北富邦商業銀行,港都分行,高雄市苓雅區中山二路358號,22.616698,120.303742
12,6683,台北富邦商業銀行,西湖分行,台北市內湖區內湖路一段240號,25.0821714,121.5656628
12,6694,台北富邦商業銀行,金城分行(客戶移撥土城分行服務),新北市土城區中央路一段100號,24.9884524,121.446687
12,6708,台北富邦商業銀行,萬隆分行(客戶移撥景美分行服務),台北市文山區景文街64號,24.9907059,121.541057
12,6719,台北富邦商業銀行,中港分行,台中市西區台灣大道二段218號,24.1521315,120.6690084
12,6720,台北富邦商業銀行,新莊分行,新北市新莊區新泰路227號,25.03936,121.446101
12,6731,台北富邦商業銀行,桃園分行,桃園市桃園區中華路33號,24.9909024,121.3110428
12,6742,台北富邦商業銀行,台南分行,台南市中西區民生路二段279號,22.9966797,120.1917647
12,6764,台北富邦商業銀行,松隆簡易型分行(客戶移撥永吉分行服務),台北市信義區永吉路199號,25.0457148,121.5734747
12,6775,台北富邦商業銀行,埔墘分行,新北市板橋區中山路二段143號,25.0165958,121.4753389
12,6786,台北富邦商業銀行,北中壢分行,桃園市中壢區九和二街59號,24.9630728,121.2251421
12,6797,台北富邦商業銀行,三重分行,新北市三重區忠孝路二段36號,25.070738100000003,121.48550729999998
12,6801,台北富邦商業銀行,豐原分行,台中市豐原區向陽路139號,24.252427,120.72515959999998
12,6812,台北富邦商業銀行,中和分行,新北市中和區景平路696號,25.0019066,121.4969909
12,6823,台北富邦商業銀行,鼓山分行,高雄市鼓山區明誠四路308號,22.662830300000003,120.285629
12,6845,台北富邦商業銀行,風城分行,新竹市建中路168號,24.8034334,120.99632379999998
12,6856,台北富邦商業銀行,彰化分行,彰化縣彰化市中山路二段349號,24.0744019,120.54353
12,6867,台北富邦商業銀行,東湖分行,台北市內湖區康寧路3段69號,25.0722089,121.6086198
12,6878,台北富邦商業銀行,永和分行,新北市永和區中山路一段1號,25.0101498,121.5142955
12,6889,台北富邦商業銀行,岡山簡易型分行,高雄市岡山區中山北路178號,22.7979774,120.2975088
12,6890,台北富邦商業銀行,台北一０一分行,台北市信義區市府路45號,25.0334929,121.564101
12,7015,台北富邦商業銀行,雙連分行(客戶移撥營業部服務),台北市中山區中山北路2段50號,25.0560492,121.5222517
12,7026,台北富邦商業銀行,南京東路分行,台北市中山區南京東路二段139號,25.0522322,121.5356187
12,7037,台北富邦商業銀行,敦北分行,台北市松山區民生東路三段138號,25.057434,121.547124
12,7048,台北富邦商業銀行,仁愛分行,台北市大安區仁愛路三段32號,25.0376165,121.5368204
12,7059,台北富邦商業銀行,高雄分行,高雄市新興區六合一路1號,22.63215880000001,120.3129946
12,7060,台北富邦商業銀行,中正分行,桃園市桃園區中正路1088號,25.014803,121.2993956
12,7071,台北富邦商業銀行,台中分行,台中市西區柳川西路二段196號,24.141761,120.674901
12,7093,台北富邦商業銀行,松山分行,台北市信義區松山路421號,25.0405637,121.5780536
12,7107,台北富邦商業銀行,土城分行,新北市土城區中央路一段100號,24.9884524,121.446687
12,7118,台北富邦商業銀行,東寧分行,台南市東區東寧路186號,22.9910402,120.22407549999998
12,7129,台北富邦商業銀行,鳳山分行,高雄市鳳山區文衡路508號,22.6413286,120.3490567
12,7130,台北富邦商業銀行,中壢分行,桃園市中壢區中北路二段119號,24.9516501,121.2259497
12,7152,台北富邦商業銀行,安和分行,台北市大安區仁愛路四段169號,25.03815830000001,121.552257
12,7163,台北富邦商業銀行,正義分行,新北市三重區正義北路279號,25.0704249,121.4952416
12,7174,台北富邦商業銀行,大湳分行,桃園市八德區金和路2號,24.9554615,121.2982449
12,7185,台北富邦商業銀行,嘉義分行,嘉義市仁愛路395號,23.4765949,120.4419621
12,7196,台北富邦商業銀行,苓雅分行(客戶移撥港都分行服務),高雄市苓雅區中山二路358號,22.616698,120.303742
12,7211,台北富邦商業銀行,板橋分行,新北市板橋區文化路一段266號,25.02076,121.466952
12,7222,台北富邦商業銀行,北台中分行,台中市北屯區文心路四段333號,24.1729951,120.6807268
12,7233,台北富邦商業銀行,三民分行,高雄市三民區大順二路530號,22.6510146,120.3227481
12,7244,台北富邦商業銀行,建國分行,台北市中山區建國北路二段196號,25.0600843,121.5366108
12,7255,台北富邦商業銀行,新竹分行,新竹市中正路141號,24.8087135,120.9668834
12,7266,台北富邦商業銀行,新店分行,新北市新店區北新路二段266號,24.9785565,121.542746
12,7277,台北富邦商業銀行,天母分行,台北市士林區天母東路36號,25.117798,121.532667
12,7288,台北富邦商業銀行,汐止分行,新北市汐止區新台五路一段81號,25.0610692,121.6463513
12,7303,台北富邦商業銀行,永康分行,台南市永康區大灣路856號,22.9999295,120.25712450000002
12,7314,台北富邦商業銀行,城中分行,台北市中正區襄陽路9號,25.0435201,121.5157864
12,7336,台北富邦商業銀行,五股分行(客戶移撥北新莊分行服務),新北市新莊區中華路三段80號,25.0560061,121.4523022
12,7347,台北富邦商業銀行,新營分行,台南市新營區民治路301號,23.305252,120.303237
12,7358,台北富邦商業銀行,屏東分行,屏東縣屏東市公園路21之1號,22.6735411,120.4930629
12,7369,台北富邦商業銀行,前鎮分行,高雄市前鎮區保泰路289號,22.602143,120.3329
12,7370,台北富邦商業銀行,敦南分行,台北市松山區敦化南路一段108號,25.0455163,121.5484754
12,7381,台北富邦商業銀行,保生分行,新北市永和區保生路3號,25.007283800000003,121.50648390000002
12,7392,台北富邦商業銀行,員林分行,彰化縣員林市莒光路596號,23.966599,120.56697
12,7406,台北富邦商業銀行,羅東分行,宜蘭縣羅東鎮興東路286號,24.684551100000004,121.7706926
12,7417,台北富邦商業銀行,瑞湖分行,台北市內湖區瑞湖街62號,25.073712,121.575546
12,7428,台北富邦商業銀行,基和簡易型分行(客戶移撥敦和分行服務),台北市大安區敦化南路二段97號,25.0289307,121.549271
12,7439,台北富邦商業銀行,南昌簡易型分行(客戶移撥金華分行服務),台北市大安區和平東路一段178號,25.026277,121.5294
12,7451,台北富邦商業銀行,花蓮分行,花蓮縣花蓮市林森路256號,23.9822454,121.6070529
12,7462,台北富邦商業銀行,竹北分行,新竹縣竹北市文興路二段100號,24.8073116,121.03516100000002
12,7473,台北富邦商業銀行,南台中分行,台中市南屯區文心路一段272號,24.1448271,120.6469564
12,7484,台北富邦商業銀行,博愛分行,高雄市左營區至聖路251號,22.6594806,120.3049703
12,7495,台北富邦商業銀行,蘆洲分行,新北市蘆洲區中正路69號,25.082972,121.4704122
12,7509,台北富邦商業銀行,華江分行,新北市板橋區文化路二段285號,25.0293586,121.4714818
12,7510,台北富邦商業銀行,大直分行,台北市中山區明水路602號,25.081627,121.551889
12,7521,台北富邦商業銀行,樹林分行,新北市樹林區文化街27號,24.98766830000001,121.4191594
12,7532,台北富邦商業銀行,基隆分行,基隆市仁愛區仁一路279號,25.128391,121.74729
12,7543,台北富邦商業銀行,竹科分行,新竹市關新路186號,24.7873232,121.01978359999998
12,7554,台北富邦商業銀行,林口分行,新北市林口區文化三路一段441號,25.07449930000001,121.367809
12,7565,台北富邦商業銀行,新板分行,新北市板橋區縣民大道一段288號,25.0102462,121.4610783
12,7576,台北富邦商業銀行,三峽分行,新北市樹林區學成路541號,24.9459204,121.3803773
12,7587,台北富邦商業銀行,南崁分行,桃園市蘆竹區忠孝東路20號,25.0454104,121.2949694
12,7598,台北富邦商業銀行,東台南分行,台南市東區中華東路三段318號,22.9745829,120.2231632
12,7602,台北富邦商業銀行,左營分行,高雄市左營區博愛四路361號,22.686172,120.31519240000002
12,7613,台北富邦商業銀行,大里分行,台中市大里區國光路二段188號,24.104577,120.68145
12,7624,台北富邦商業銀行,得和分行,新北市永和區得和路407號,24.9992571,121.5257571
12,7635,台北富邦商業銀行,斗六分行,雲林縣斗六市中山路82號,23.7081578,120.5407058
12,7646,台北富邦商業銀行,國美分行,台中市西區五權西路一段260號,24.1402848,120.6554355
12,7657,台北富邦商業銀行,南勢角分行,新北市中和區景新街347號,24.9910163,121.5120424
12,7668,台北富邦商業銀行,北屯分行,台中市北屯區崇德路三段138號,24.1845891,120.6864328
12,7679,台北富邦商業銀行,淡水分行,新北市淡水區中山北路二段223號,25.1866402,121.4440144
12,7680,台北富邦商業銀行,西屯分行,台中市西屯區河南路二段363號,24.1715645,120.6447565
12,7691,台北富邦商業銀行,北新分行,新北市新店區北新路一段128號,24.970264,121.5425864
12,7705,台北富邦商業銀行,市政分行,台中市西屯區文心路二段107號,24.1588658,120.6467105
12,7716,台北富邦商業銀行,北新莊分行,新北市新莊區中華路三段80號,25.0560061,121.4523022
12,7727,台北富邦商業銀行,大雅簡易型分行,台中市大雅區雅潭路四段837號,24.220877,120.647965
12,7738,台北富邦商業銀行,新北大道分行,新北市三重區新北大道一段8號,25.0616363,121.4886413
12,7750,台北富邦商業銀行,東林口分行,桃園市龜山區復興一路238號,25.0571819,121.3648117
12,7761,台北富邦商業銀行,南桃園分行,桃園市桃園區中山路791號,24.9902386,121.2897401
12,7772,台北富邦商業銀行,信安分行,台北市大安區信義路三段151號,25.0336459,121.5422289
12,7783,台北富邦商業銀行,光明分行,新竹縣竹北市光明六路263號,24.8289947,121.00592659999998
12,7794,台北富邦商業銀行,宜蘭分行,宜蘭縣宜蘭市中山路三段152號,24.7591336,121.7531827
12,7808,台北富邦商業銀行,台東分行,台東縣台東市中華路一段366號,22.7546268,121.153267
12,7819,台北富邦商業銀行,北台南分行,台南市北區西門路四段374號,23.014353600000003,120.209909
13,257,國泰世華商業銀行,新莊分行,新北市新莊區中正路245號,25.0355489,121.4501533
13,268,國泰世華商業銀行,鳳山分行,高雄市鳳山區中山西路203號,22.6275639,120.3494307
13,279,國泰世華商業銀行,安和分行,台北市大安區安和路二段92號,25.0287447,121.5502169
13,280,國泰世華商業銀行,松江分行,台北市中山區松江路328號,25.0610299,121.532853
13,291,國泰世華商業銀行,苓雅分行,高雄市苓雅區林森二路89號,22.6210264,120.30616770000002
13,305,國泰世華商業銀行,古亭分行,台北市大安區羅斯福路三段149號,25.021768,121.52733700000002
13,316,國泰世華商業銀行,建成分行,台北市大同區南京西路36號,25.05266180000001,121.5196088
13,327,國泰世華商業銀行,東門分行,台北市大安區信義路三段9號,25.033846,121.5335154
13,349,國泰世華商業銀行,桃園分行,桃園市桃園區復興路170號,24.990386,121.312228
13,350,國泰世華商業銀行,豐原分行,台中市豐原區三民路199號,24.253085,120.717376
13,361,國泰世華商業銀行,嘉義分行,嘉義市民生北路26號,23.4745693,120.4468716
13,372,國泰世華商業銀行,松山分行,台北市信義區基隆路一段151號,25.04234,121.565476
13,383,國泰世華商業銀行,前金分行,高雄市前金區中正四路148號,22.629944,120.296824
13,394,國泰世華商業銀行,北三重分行,新北市三重區三和路四段111號,25.0772669,121.4861102
13,408,國泰世華商業銀行,新竹分行,新竹市北大路307號,24.8062849,120.9627822
13,419,國泰世華商業銀行,永康分行,台南市永康區中華路423號,23.009783,120.232801
13,420,國泰世華商業銀行,中山分行,台北市中山區中山北路二段183號,25.0635891,121.5227995
13,431,國泰世華商業銀行,埔墘分行,新北市板橋區三民路二段196號,25.01463810000001,121.4789486
13,442,國泰世華商業銀行,新生分行,台北市中山區民生東路一段55號,25.0581853,121.5262217
13,453,國泰世華商業銀行,中和分行,新北市中和區中山路二段296號,25.0025138,121.496247
13,464,國泰世華商業銀行,清水分行,台中市清水區中山路170號,24.27027,120.576104
13,475,國泰世華商業銀行,彰化分行,彰化縣彰化市華山路35號,24.0742,120.542241
13,486,國泰世華商業銀行,內科分行,台北市內湖區瑞光路333號,25.0770622,121.5751213
13,497,國泰世華商業銀行,中正分行,台北市大安區復興南路一段99號,25.0438508,121.54408909999998
13,501,國泰世華商業銀行,五權分行,台中市西區英才路530號,24.1499835,120.6651181
13,512,國泰世華商業銀行,東台南分行,台南市東區林森路一段395號,22.9854815,120.2215695
13,523,國泰世華商業銀行,新興分行,高雄市新興區中正三路55號,22.630707,120.3083372
13,534,國泰世華商業銀行,敦南分行,台北市大安區敦化南路一段183號,25.042793,121.549378
13,545,國泰世華商業銀行,後埔分行,新北市板橋區重慶路260之262號,25.0006935,121.462882
13,556,國泰世華商業銀行,蘆洲分行,新北市蘆洲區中正路79號,25.0833997,121.4700028
13,567,國泰世華商業銀行,西門分行,台北市萬華區長沙街二段93號,25.0405331,121.5044945
13,578,國泰世華商業銀行,三民分行,台北市松山區民生東路五段165之7號,25.0592896,121.5641286
13,590,國泰世華商業銀行,前鎮分行,高雄市前鎮區保泰路355號,22.6032206,120.3346467
13,604,國泰世華商業銀行,土城分行,新北市土城區中央路二段209號,24.9742979,121.4415673
13,615,國泰世華商業銀行,南高雄分行,高雄市前鎮區民權二路385號,22.6115172,120.3134869
13,626,國泰世華商業銀行,大同分行,台北市大同區重慶北路二段50號,25.0555469,121.513869
13,637,國泰世華商業銀行,成功分行,台南市永康區中華路1號,22.9987439,120.2340998
13,648,國泰世華商業銀行,中港分行,台中市西屯區台灣大道二段600號,24.1584918,120.6577519
13,659,國泰世華商業銀行,世貿分行,台北市信義區信義路四段456號,25.0328804,121.5581819
13,660,國泰世華商業銀行,北桃園分行,桃園市桃園區中正路448號,25.0012382,121.3070462
13,671,國泰世華商業銀行,善化分行,台南市善化區中山路349號,23.132128,120.2937896
13,682,國泰世華商業銀行,士林分行,台北市士林區中正路197號,25.0954402,121.5270231
13,693,國泰世華商業銀行,雙和分行,新北市中和區中和路102號,24.9995475,121.5023446
13,707,國泰世華商業銀行,二重分行,新北市三重區重新路五段609巷4號,25.045188600000003,121.4681668
13,729,國泰世華商業銀行,花蓮分行,花蓮縣花蓮市民國路163號,23.9807006,121.6082459
13,730,國泰世華商業銀行,內湖分行,台北市內湖區內湖路一段310號,25.0819599,121.56899
13,741,國泰世華商業銀行,華江分行,新北市板橋區莊敬路43號,25.0269408,121.47324740000002
13,752,國泰世華商業銀行,竹科分行,新竹市光復路一段369號,24.783356,121.017211
13,763,國泰世華商業銀行,南門分行,台北市中正區羅斯福路二段5號,25.0292174,121.5211335
13,774,國泰世華商業銀行,八德分行,台北市松山區八德路四段656之1號,25.0498443,121.57543390000002
13,785,國泰世華商業銀行,永春分行,台北市信義區忠孝東路五段687號,25.042267,121.579955
13,796,國泰世華商業銀行,萬華分行,台北市萬華區萬大路450號,25.0204808,121.4977653
13,1014,國泰世華商業銀行,屏東分行,屏東縣屏東市中正路125號,22.6752465,120.4896406
13,1025,國泰世華商業銀行,台東分行,台東縣台東市中山路258號,22.7562616,121.1513546
13,1036,國泰世華商業銀行,文山分行,台北市文山區木柵路二段94號,24.9886518,121.5606372
13,1047,國泰世華商業銀行,新樹分行,新北市新莊區新樹路499號,25.011866,121.4327872
13,1058,國泰世華商業銀行,宜蘭分行,宜蘭縣宜蘭市神農路一段105號,24.749535,121.7503038
13,1069,國泰世華商業銀行,南港分行,台北市南港區三重路66－3號,25.0575612,121.6149935
13,1070,國泰世華商業銀行,斗六分行,雲林縣斗六市中山路89號,23.708421,120.5411562
13,1081,國泰世華商業銀行,南投分行,南投縣南投市三和三路13號,23.9064374,120.6898054
13,1092,國泰世華商業銀行,汐止分行,新北市汐止區大同路二段196號,25.0645902,121.6530814
13,1106,國泰世華商業銀行,大直分行,台北市中山區明水路589號,25.0805159,121.55174
