裝設金融機構代號,裝設金融機構名稱,裝設地點,裝設縣市,裝設地址,lat,lng
4,臺灣銀行,金門分行,金門縣,金門縣金湖鎮復興路4號,24.4406692,118.41730530000001
4,臺灣銀行,金門航空公司,金門縣,金門縣金湖鎮尚義機場2號,24.4290517,118.35967020000001
4,臺灣銀行,國立金門大學,金門縣,金門縣金寧鄉大學路1號,24.448149899999997,118.32253500000002
4,臺灣銀行,馬祖分行,連江縣,連江縣南竿鄉介壽村258號,26.160519100000002,119.9500716
4,臺灣銀行,馬祖南竿機場,連江縣,連江縣南竿鄉復興村220號,26.1578953,119.9553868
5,臺灣土地銀行,土地銀行士林分行,台北市,台北市士林區中山北路5段689號,25.0973464,121.52721869999999
5,臺灣土地銀行,土地銀行大安分行,台北市,台北市大安區大安路2段37號,25.031793,121.546223
5,臺灣土地銀行,土地銀行大直分行,台北市,台北市中山區樂群二路289號,25.080242600000002,121.56051219999999
5,臺灣土地銀行,土地銀行中崙分行,台北市,台北市松山區東興路26號,25.0487223,121.56538020000002
5,臺灣土地銀行,土地銀行仁愛分行,台北市,台北市大安區仁愛路3段29號,25.0386549,121.5345811
5,臺灣土地銀行,土地銀行內湖分行,台北市,台北市內湖區民權東路6段156號,25.0687764,121.59166529999999
5,臺灣土地銀行,土地銀行天母分行,台北市,台北市士林區忠誠路2段122號,25.113758699999998,121.5317362
5,臺灣土地銀行,土地銀行文山分行,台北市,台北市文山區景興路206號,24.991665,121.54349409999999
5,臺灣土地銀行,土地銀行古亭分行,台北市,台北市大安區羅斯福路3段125號,25.021983600000002,121.52707290000001
5,臺灣土地銀行,土地銀行古亭分行,台北市,台北市中正區羅斯福路3段125號,25.021983600000002,121.52707290000001
5,臺灣土地銀行,土地銀行台北大學,台北市,台北市松山區民生東路3段67號,25.0580395,121.54238559999999
5,臺灣土地銀行,土地銀行台北分行,台北市,台北市中正區博愛路72號,25.044779000000002,121.5112837
5,臺灣土地銀行,土地銀行民權分行,台北市,台北市中山區民權西路26號,25.062573899999997,121.5216202
5,臺灣土地銀行,土地銀行西湖分行,台北市,台北市內湖區港墘路185號,25.07591050000001,121.575052
5,臺灣土地銀行,土地銀行和平分行,台北市,台北市大安區和平東路3段15號,25.024741600000002,121.5474122
5,臺灣土地銀行,土地銀行忠孝分行,台北市,台北市大安區復興南路1段129號,25.042960600000004,121.54404779999999
5,臺灣土地銀行,土地銀行東台北分行,台北市,台北市信義區松德路107號,25.0378099,121.57583000000001
5,臺灣土地銀行,土地銀行松山分行,台北市,台北市松山區敦化南路1段2號,25.0479615,121.5483421
5,臺灣土地銀行,土地銀行松南分行,台北市,台北市信義區松山路130號,25.047542899999996,121.577583
5,臺灣土地銀行,土地銀行長安分行,台北市,台北市中山區長安東路2段52號,25.048352899999998,121.5325303
5,臺灣土地銀行,土地銀行長春分行,台北市,台北市中山區長春路156號,25.0546888,121.53197990000001
5,臺灣土地銀行,土地銀行信義分行,台北市,台北市信義區基隆路1段436號,25.0336486,121.5595312
5,臺灣土地銀行,土地銀行南京東路分行,台北市,台北市中山區南京東路3段70號,25.051755,121.5389392
5,臺灣土地銀行,土地銀行南港分行,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105
5,臺灣土地銀行,土地銀行城東分行,台北市,台北市中山區中山北路2段46號,25.0554944,121.52247759999999
5,臺灣土地銀行,土地銀行復興分行,台北市,台北市中山區復興北路234號,25.057314,121.54390740000001
5,臺灣土地銀行,土地銀行萬華分行,台北市,台北市萬華區西園路2段205號,25.0273938,121.4945122
5,臺灣土地銀行,土地銀行營業部,台北市,台北市中正區館前路46號,25.0441134,121.51473359999999
5,臺灣土地銀行,土地銀行證券部,台北市,台北市中正區延平南路81號,25.043658999999998,121.51086299999999
5,臺灣土地銀行,中國科技大學,台北市,台北市文山區興隆路3段56號,24.9991431,121.5553747
5,臺灣土地銀行,中國輸出入銀行,台北市,台北市中正區南海路3號,25.0326447,121.51671520000001
5,臺灣土地銀行,中華工程公司,台北市,台北市松山區東興路12號,25.049727999999998,121.56505690000002
5,臺灣土地銀行,中華技術學院,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105
5,臺灣土地銀行,台北高等行政法院,台北市,台北市士林區文林路725號,25.1027053,121.5194564
5,臺灣土地銀行,台北教育大學,台北市,台北市大安區和平東路2段134號,25.0245572,121.54629109999999
5,臺灣土地銀行,台安醫院,台北市,台北市松山區八德路2段424號,25.0480541,121.547339
5,臺灣土地銀行,台灣菸酒公司總公司,台北市,台北市中正區南昌路1段4號,25.0340699,121.514877
5,臺灣土地銀行,交通部航港局,台北市,台北市大安區和平東路3段1巷1號,25.0253792,121.54734270000002
5,臺灣土地銀行,松山火車站CITYLINK商場,台北市,台北市信義區松山路11號,25.0491901,121.57829939999999
5,臺灣土地銀行,空軍總部大直營區,台北市,台北市中山區北安路387號,25.0796503,121.5403117
5,臺灣土地銀行,空軍總部大直營區(藍天樓),台北市,台北市中山區北安路387號,25.0796503,121.5403117
5,臺灣土地銀行,南陽實業,台北市,台北市內湖區南京東路6段386號,25.0594766,121.586568
5,臺灣土地銀行,海軍司令部,台北市,台北市中山區北安路305號,25.078916,121.538794
5,臺灣土地銀行,國防部軍備局第202廠,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105
5,臺灣土地銀行,國家生技研究園區,台北市,台北市南港區研究院路1段130巷99號,25.0488983,121.6116098
5,臺灣土地銀行,勞保局國民年金業務處,台北市,台北市中正區濟南路2段42號,25.0403081,121.5304396
5,臺灣土地銀行,勞動部勞工保險局,台北市,台北市中正區羅斯福路1段4號,25.0334835,121.5172348
5,臺灣土地銀行,萬麗酒店,台北市,台北市士林區中山北路五段470巷8號,25.092833,121.528948
5,臺灣土地銀行,德明財經科技大學,台北市,台北市內湖區環山路1段56號,25.0867061,121.5652249
5,臺灣土地銀行,潤泰中崙大樓,台北市,台北市松山區八德路2段308號,25.046976,121.542524
5,臺灣土地銀行,營建署,台北市,台北市松山區八德路2段342號,25.0475182,121.5445362
5,臺灣土地銀行,體育聯合辦公大樓,台北市,台北市中山區朱崙街20號,25.049845899999998,121.53945829999999
5,臺灣土地銀行,土地銀行正濱分行,基隆市,基隆市中正區中正路652號,25.1510462,121.76730490000001
5,臺灣土地銀行,土地銀行基隆分行,基隆市,基隆市中正區義一路18號,25.131851100000002,121.7452818
5,臺灣土地銀行,中油基隆分公司,基隆市,基隆市仁愛區成功一路107號,25.127139,121.73759869999999
5,臺灣土地銀行,崇佑技術學院地下室,基隆市,基隆市信義區義七路41號,25.1300337,121.7529457
5,臺灣土地銀行,崇佑技術學院警衛室,基隆市,基隆市信義區義七路40號,25.1316611,121.7538575
5,臺灣土地銀行,土地銀行三重分行,新北市,新北市三重區重新路2段1之8號,25.061495999999998,121.49641000000001
5,臺灣土地銀行,土地銀行三峽分行,新北市,新北市樹林區學勤路229號,24.9478778,121.37828020000002
5,臺灣土地銀行,土地銀行土城分行,新北市,新北市土城區中央路1段127號,24.980818,121.44311699999999
5,臺灣土地銀行,土地銀行中和分行,新北市,新北市中和區景平路323號,24.9931206,121.5059351
5,臺灣土地銀行,土地銀行北三重分行,新北市,新北市三重區重陽路4段99號,25.071322,121.49303799999998
5,臺灣土地銀行,土地銀行台北大學(三峽校區),新北市,新北市三峽區大學路151號,24.94558210000001,121.3717858
5,臺灣土地銀行,土地銀行永和分行,新北市,新北市永和區竹林路33號,25.0144713,121.5176435
5,臺灣土地銀行,土地銀行光復分行,新北市,新北市板橋區三民路2段148號,25.015191199999997,121.4789912
5,臺灣土地銀行,土地銀行汐止分行,新北市,新北市汐止區大同路1段306-3號,25.0593867,121.638892
5,臺灣土地銀行,土地銀行汐科分行,新北市,新北市汐止區新台五路一段93號,25.062052899999998,121.64782140000001
5,臺灣土地銀行,土地銀行西三重分行,新北市,新北市三重區重陽路1段88號,25.059167600000002,121.4865528
5,臺灣土地銀行,土地銀行東板橋分行,新北市,新北市板橋區民族路212號,25.0074227,121.468324
5,臺灣土地銀行,土地銀行板橋分行,新北市,新北市板橋區文化路1段143號,25.01570610000001,121.4621594
5,臺灣土地銀行,土地銀行南新莊分行,新北市,新北市新莊區新樹路288之23號,25.011856299999998,121.43249740000002
5,臺灣土地銀行,土地銀行泰山分行,新北市,新北市泰山區明志路3段168號,25.0394477,121.4244206
5,臺灣土地銀行,土地銀行淡水分行,新北市,新北市淡水區中山北路1段42號,25.1754491,121.44186709999998
5,臺灣土地銀行,土地銀行華江分行,新北市,新北市板橋區文化路2段182巷1弄2號,25.0274061,121.47125430000001
5,臺灣土地銀行,土地銀行圓通分行,新北市,新北市中和區連城路192號,24.996853,121.4923196
5,臺灣土地銀行,土地銀行新店分行,新北市,新北市新店區北新路1段309號,24.9678799,121.541293
5,臺灣土地銀行,土地銀行新莊分行,新北市,新北市新莊區思源路221號,25.0461547,121.45965190000001
5,臺灣土地銀行,土地銀行樹林分行,新北市,新北市樹林區保安2街82號,24.99555,121.423313
5,臺灣土地銀行,土地銀行雙和分行,新北市,新北市中和區中山路2段120號,25.0036669,121.50265
5,臺灣土地銀行,土地銀行寶中分行,新北市,新北市新店區寶中路94-3號,24.9798255,121.5489124
5,臺灣土地銀行,土地銀行蘆洲分行,新北市,新北市蘆洲區中山1路100號,25.0814582,121.47804840000002
5,臺灣土地銀行,大潤發土城店,新北市,新北市土城區永安街25號,24.9637981,121.4342727
5,臺灣土地銀行,大潤發中和店,新北市,新北市中和區中山路2段228號,25.0029495,121.49874109999999
5,臺灣土地銀行,台北矽谷工業園區,新北市,新北市新店區北新路3段207號,24.9848767,121.5399642
5,臺灣土地銀行,亞昕福朋喜來登飯店,新北市,新北市林口區文化三路1段1號,25.066191500000002,121.36090729999998
5,臺灣土地銀行,京華超音波,新北市,新北市新莊區五工五路8號,25.063867300000002,121.45502920000001
5,臺灣土地銀行,退輔會,台北市,台北市信義區忠孝東路5段222號,25.0406722,121.57130259999998
5,臺灣土地銀行,林口世大運社會宅,新北市,新北市林口區仁愛路二段206之6號,25.074126,121.3785666
5,臺灣土地銀行,馬偕醫學院,新北市,新北市三芝區中正路三段46號,25.2546887,121.49298290000002
5,臺灣土地銀行,新莊警分局,新北市,新北市新莊區中華路一段1號,25.0363497,121.45194520000001
5,臺灣土地銀行,雍和台北園區,新北市,新北市汐止區南陽街207號,25.057937,121.626547
5,臺灣土地銀行,福容大飯店淡水漁人碼頭分公司,新北市,新北市淡水區觀海路83號,25.1815979,121.4159545
5,臺灣土地銀行,昇陽國際半導體(股)公司,新竹市,新竹市東區科學園區力行路6號,24.774713000000002,121.0248896
5,臺灣土地銀行,東泰高級中學,新竹市,新竹市東峰路343號,24.7115674,121.0983352
5,臺灣土地銀行,空軍499聯隊,新竹市,新竹市中正路699號,24.8208178,120.9524062
5,臺灣土地銀行,食品研究所,新竹市,新竹市食品路331號,24.79346210000001,120.97083
5,臺灣土地銀行,晶豪科技公司,新竹市,新竹市工業東4路23號,24.7745241,121.0089521
5,臺灣土地銀行,新竹市政府,新竹市,新竹市中正路120號,24.8133785,120.96336770000002
5,臺灣土地銀行,新竹教育大學,新竹市,新竹市南大路521號,24.7931734,120.96335459999999
5,臺灣土地銀行,聯測科技科學園區,新竹市,新竹市東區力行3路2號,24.7751782,121.0218887
5,臺灣土地銀行,三陽工業公司,新竹縣,新竹縣湖口鄉鳳山村中華路3號,24.8643359,121.004117
5,臺灣土地銀行,三陽公司員工宿舍,新竹縣,新竹縣湖口鄉三民路19號,24.8693829,121.00097079999999
5,臺灣土地銀行,三陽餐廳,新竹縣,新竹縣湖口鄉中華路3號,24.8643359,121.004117
5,臺灣土地銀行,土地銀行工研院分行,新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,土地銀行竹北分行,新竹縣,新竹縣竹北市縣政九路130號,24.8281786,121.0107419
5,臺灣土地銀行,土地銀行竹東分行,新竹縣,新竹縣竹東鎮東林路10號,24.7367868,121.08892420000001
5,臺灣土地銀行,土地銀行湖口分行,新竹縣,新竹縣湖口鄉中正路1段102號,24.900297899999998,121.04685500000001
5,臺灣土地銀行,土地銀行新工分行,新竹縣,新竹縣湖口鄉鳳山村中華路76號,24.873689399999996,121.01111850000001
5,臺灣土地銀行,士林電機,新竹縣,新竹縣湖口鄉鳳山村中華路22號,24.8723492,121.0101865
5,臺灣土地銀行,大華科技大學,新竹縣,新竹縣芎林鄉大華路1號,24.7770031,121.0899442
5,臺灣土地銀行,工研院51 館(院本部右中),新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院51館(院本部右右),新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院51館(院本部左中),新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院51館(院本部左左),新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院材料所,新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院電子所,新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,工研院機械所21館,新竹縣,新竹縣竹東鎮中興路4段195號,24.7740919,121.04793290000002
5,臺灣土地銀行,中油鑽機修造廠,新竹縣,新竹縣竹東鎮東寧路1段54號,24.7389275,121.0863777
5,臺灣土地銀行,正文科技股份有限公司,新竹縣,新竹縣湖口鄉中華路15-1號,24.8719197,121.0089871
5,臺灣土地銀行,竹東榮民醫院,新竹縣,新竹縣竹東鎮中豐路1段81號,24.723007100000004,121.1015439
5,臺灣土地銀行,旺矽,新竹縣,新竹縣竹北市中和街155號,24.848435600000002,121.00966890000001
5,臺灣土地銀行,欣興電子股公司(大祥廠),新竹縣,新竹縣湖口鄉新竹工業區仁義路10-1號,24.868926300000002,121.0098697
5,臺灣土地銀行,欣興電子股公司(新豐廠),新竹縣,新竹縣新豐鄉中崙村290號,24.8979939,121.0077058
5,臺灣土地銀行,恆勁公司,新竹縣,新竹縣湖口鄉新興路458-17號,24.8744501,121.0047616
5,臺灣土地銀行,琉明光電,新竹縣,新竹縣新埔鎮文山路988號,24.7878375,121.0693172
5,臺灣土地銀行,國碩科技,新竹縣,新竹縣湖口鄉工業1路3號,24.871597100000002,121.0261794
5,臺灣土地銀行,喜來登飯店,新竹縣,新竹縣竹北市光明六路一段265號,24.820425399999998,121.02814409999999
5,臺灣土地銀行,聯亞生技開發,新竹縣,新竹縣湖口鄉新竹工業區光復北路45號,24.8735742,121.02820700000001
5,臺灣土地銀行,土地銀行八德分行,桃園市,桃園市八德區介壽路1段702號,24.983707,121.31026200000001
5,臺灣土地銀行,土地銀行大園分行,桃園市,桃園市大園區中正東路55號,25.063596899999997,121.1993703
5,臺灣土地銀行,土地銀行中壢分行,桃園市,桃園市中壢區中山路190號,24.956448899999998,121.22347490000001
5,臺灣土地銀行,土地銀行內壢分行,桃園市,桃園市中壢區環中東路33號,24.966452399999998,121.2600938
5,臺灣土地銀行,土地銀行北中壢分行,桃園市,桃園市中壢區環北路400號,24.965406899999998,121.22623859999999
5,臺灣土地銀行,土地銀行北桃園分行,桃園市,桃園市桃園區中正路1071號,25.0163805,121.29775190000001
5,臺灣土地銀行,土地銀行平鎮分行,桃園市,桃園市平鎮區中豐路山頂段5號,24.903875399999997,121.2122331
5,臺灣土地銀行,土地銀行石門分行,桃園市,桃園市龍潭區北龍路49號,24.8657681,121.2123097
5,臺灣土地銀行,土地銀行林口分行,桃園市,桃園市龜山區文化二路109號,25.054425,121.36981999999999
5,臺灣土地銀行,土地銀行青埔分行,桃園市,桃園市中壢區高鐵站前西路一段262號,25.0094188,121.21692970000001
5,臺灣土地銀行,土地銀行南崁分行,桃園市,桃園市蘆竹區洛陽街16號,25.0457012,121.29216540000002
5,臺灣土地銀行,土地銀行南桃園分行,桃園市,桃園市桃園區中山路835號,24.989367,121.28808799999999
5,臺灣土地銀行,土地銀行桃園分行,桃園市,桃園市桃園區中正路75號,24.991786800000003,121.312312
5,臺灣土地銀行,土地銀行楊梅分行,桃園市,桃園市楊梅區大平街116號,24.9110585,121.1447905
