公司名稱,分公司名稱,分公司地址,lat,lng
全聯實業股份有限公司,台南歸仁分公司,臺南市歸仁區新厝村6鄰復興路87號1樓,22.9653328,120.295801
全聯實業股份有限公司,中山吉林分公司,臺北市中山區吉林路213、215、217、219號1樓,25.0604993,121.5303892
全聯實業股份有限公司,新店北新分公司,新北市新店區北新路2段252號地下1層,24.9779922,121.5431641
全聯實業股份有限公司,學甲華宗分公司,臺南市學甲區華宗路501號,23.2358168,120.1828524
全聯實業股份有限公司,楊梅瑞溪分公司,桃園市楊梅區瑞溪路2段161、163號,24.9093653,121.1811928
全聯實業股份有限公司,沙鹿屏西分公司,臺中市沙鹿區鎮南路2段46號,24.2175158,120.5707182
全聯實業股份有限公司,高雄中泰分公司,高雄市楠梓區右昌街543號,22.7172954,120.2863381
全聯實業股份有限公司,三民鼎中分公司,高雄市三民區鼎中路668號1樓、2樓,22.6735189,120.3217315
全聯實業股份有限公司,南投國姓分公司,南投縣國姓鄉石門村中興路72號及成功街23號,24.0422013,120.8572234
全聯實業股份有限公司,永康中山南分公司,臺南市永康區中山南路451號,23.0217081,120.2476771
全聯實業股份有限公司,台南夏林分公司,臺南市南區夏林路71號,22.9829201,120.1952648
全聯實業股份有限公司,新竹南寮分公司,新竹市北區南寮里西濱路1段448號,24.84101,120.9329161
全聯實業股份有限公司,新莊幸福分公司,新北市新莊區幸福路501、503號,25.049322,121.4564834
全聯實業股份有限公司,新竹武陵分公司,新竹市北區武陵路157-1號,24.820583,120.967757
全聯實業股份有限公司,民雄大學分公司,嘉義縣民雄鄉大學路3段218、220、222號,23.5548754,120.4347253
全聯實業股份有限公司,屏東萬巒分公司,屏東縣萬巒鄉萬巒村褒忠路229-1號,22.5754867,120.5678607
全聯實業股份有限公司,頭份中華分公司,苗栗縣頭份市中華路818號,24.6821874,120.9042992
全聯實業股份有限公司,仁德中清分公司,臺南市仁德區中清路167、169號,22.973745,120.2560395
全聯實業股份有限公司,中和民德分公司,新北市中和區民德路187號地下1層,24.9992658,121.4685996
全聯實業股份有限公司,台中石岡分公司,臺中市石岡區豐勢路883、885號,24.2735299,120.7893567
全聯實業股份有限公司,基隆樂利分公司,基隆市安樂區樂利三街146、148號,25.1263993,121.716417
全聯實業股份有限公司,大里新芳分公司,臺中市大里區新芳路1號,24.1034309,120.6873165
全聯實業股份有限公司,湖口民富分公司,新竹縣湖口鄉鳳凰村民富街26號,24.8714309,121.0131464
全聯實業股份有限公司,雲林口湖分公司,雲林縣口湖鄉湖東村中正路1段187號,23.5840561,120.1831021
全聯實業股份有限公司,鳳山頂豐分公司,高雄市鳳山區頂豐街21、23、25、27號,22.5858333,120.3563426
全聯實業股份有限公司,旗津中洲分公司,高雄市旗津區中洲二路179-11號,22.5862816,120.2888517
全聯實業股份有限公司,中山松江分公司,臺北市中山區松江路318號,25.0606558,121.532867
全聯實業股份有限公司,新竹自由分公司,新竹市東區自由路95巷38弄1號,24.8127042,120.9787572
全聯實業股份有限公司,龍潭中豐分公司,桃園市龍潭區中豐路293、295、297、299、301、303號,24.8779311,121.2115864
全聯實業股份有限公司,金門金湖分公司,金門縣金湖鎮新湖里塔后147、149號,24.4398597,118.40707
全聯實業股份有限公司,苑裡世界分公司,苗栗縣苑裡鎮世界路1段91-13號,24.4326513,120.6609567
全聯實業股份有限公司,板橋莒光分公司,新北市板橋區莒光路217號地下1樓及227號地下1樓,25.022741,121.4742645
全聯實業股份有限公司,嘉義梅山分公司,嘉義縣梅山鄉梅北村中山路332-5號,23.5856279,120.5539279
全聯實業股份有限公司,茄萣仁愛分公司,高雄市茄萣區仁愛路2段167號,22.8973448,120.1848183
全聯實業股份有限公司,中壢後興分公司,桃園市中壢區後興路1段168號,24.9416469,121.2458548
全聯實業股份有限公司,台中河南分公司,臺中市西屯區河南路4段26號,24.1596685,120.6360069
全聯實業股份有限公司,關廟五甲分公司,臺南市關廟區南雄路1段1001號,22.956105,120.3286144
全聯實業股份有限公司,內湖德安分公司,臺北市內湖區成功路4段30巷40號地下,25.0829726,121.5923591
全聯實業股份有限公司,台中龍門分公司,臺中市西屯區潮洋里黎明路2段866號,24.1624801,120.6339801
全聯實業股份有限公司,台中青海分公司,臺中市西屯區河南路2段466號,24.1709097,120.6435559
全聯實業股份有限公司,台中國安分公司,臺中市西屯區國安一路128號,24.1915547,120.612994
全聯實業股份有限公司,平鎮環南分公司,桃園市平鎮區環南路3段67、69、71、73號,24.9402722,121.2185545
全聯實業股份有限公司,新竹關東分公司,新竹市東區光復路1段250號,24.782345,121.020856
全聯實業股份有限公司,蘆竹南昌分公司,桃園市蘆竹區福昌里3鄰南福街102號,25.0398497,121.2923749
全聯實業股份有限公司,台中東光分公司,臺中市北區東光路346、348號,24.1544368,120.6990454
全聯實業股份有限公司,嘉義博愛分公司,嘉義市西區博愛路1段261號,23.4849016,120.442495
全聯實業股份有限公司,板橋板新分公司,新北市板橋區中山路1段252號、254號、256號、258號、260號,24.9698996,121.4321567
全聯實業股份有限公司,旗山中華分公司,高雄市旗山區中華路31、33號,22.8800114,120.4838778
全聯實業股份有限公司,台南灣裡分公司,臺南市南區興南街200號,22.9213538,120.1814774
全聯實業股份有限公司,永安捷運分公司,新北市永和區中和路489號地下1樓,25.0021082,121.5104502
全聯實業股份有限公司,新竹香北分公司,新竹市香山區香北路58號,24.7923317,120.9281089
全聯實業股份有限公司,關山和平分公司,臺東縣關山鎮和平路1-20號、1-21號、1-22號,23.0489196,121.1645353
全聯實業股份有限公司,泰山全興分公司,新北市泰山區全興路101號,25.0572106,121.4336262
全聯實業股份有限公司,潮州光復分公司,屏東縣潮州鎮光復路179號,22.538396,120.535555
全聯實業股份有限公司,台南明興分公司,臺南市南區明興路53、55、57號,22.9596379,120.1880397
全聯實業股份有限公司,花蓮壽豐分公司,花蓮縣壽豐鄉壽山路33、35號,23.8698523,121.508838
全聯實業股份有限公司,林口麗都分公司,新北市林口區文化二路1段106、108號,25.0703823,121.3674048
全聯實業股份有限公司,基隆百三分公司,基隆市七堵區百三街107號1樓,25.0820033,121.6976169
全聯實業股份有限公司,彰化埤頭分公司,彰化縣埤頭鄉合興村斗苑西路179號,23.8912944,120.4611048
全聯實業股份有限公司,花蓮美崙分公司,花蓮縣花蓮市中美路113-6、113-7、113-8號,23.9930433,121.6269115
全聯實業股份有限公司,文山福興分公司,臺北市文山區福興路62號,25.0039409,121.5504304
全聯實業股份有限公司,竹北隘口分公司,新竹縣竹北市隘口六街57號,24.8033601,121.0334473
全聯實業股份有限公司,土城立仁分公司,新北市土城區立仁街42號地下1層,24.9825615,121.4605604
全聯實業股份有限公司,神岡中正分公司,臺中市神岡區中正路21號,24.2573421,120.6579101
全聯實業股份有限公司,三重捷運分公司,新北市三重區捷運路39、41號,25.056055,121.4839717
全聯實業股份有限公司,台中三民分公司,臺中市中區三民路2段140號,24.1436322,120.6809281
全聯實業股份有限公司,苗栗銅鑼分公司,苗栗縣銅鑼鄉大同路51、53號,24.4894296,120.7866871
全聯實業股份有限公司,新莊中原分公司,新北市新莊區中原東路192、196號1~2樓,25.0546631,121.4611063
全聯實業股份有限公司,新莊中榮分公司,新北市新莊區中港路526、528號,25.0523153,121.4517054
全聯實業股份有限公司,台中太原分公司,臺中市北屯區太原路3段191之1號,24.1650774,120.6915033
全聯實業股份有限公司,中正牯嶺分公司,臺北市中正區板溪里和平西路1段52、54號,25.0267156,121.521412
全聯實業股份有限公司,卓蘭昭永分公司,苗栗縣卓蘭鎮昭永路1號,24.3097079,120.8267354
全聯實業股份有限公司,新店中正分公司,新北市新店區中正路189巷2-1號,24.972143,121.540346
全聯實業股份有限公司,內湖南湖分公司,臺北市內湖區安湖里東湖路33巷19號地下一層,25.0709594,121.6154403
全聯實業股份有限公司,文山辛亥分公司,臺北市文山區興業里興隆路2段252號,25.0006501,121.5542373
全聯實業股份有限公司,大安樂利分公司,臺北市大安區樂利路89、91號,25.0257053,121.5521808
全聯實業股份有限公司,新莊豐年分公司,新北市新莊區豐年街21號,25.0326027,121.4464328
全聯實業股份有限公司,樹林樹德分公司,新北市樹林區樹德街35號,24.9916668,121.4216384
全聯實業股份有限公司,台中健行分公司,臺中市北區健行路447號,24.158969,120.679848
全聯實業股份有限公司,中和中正分公司,新北市中和區中正路80號,24.9938723,121.5004793
全聯實業股份有限公司,新店惠國分公司,新北市新店區中正路12、12-1、12-2號及12號地下層,24.9696612,121.545494
全聯實業股份有限公司,大安居安分公司,臺北市大安區安和路2段88號,25.029598,121.55034
全聯實業股份有限公司,北投行義分公司,臺北市北投區永欣里行義路10巷2號,25.1242039,121.5262729
全聯實業股份有限公司,台中豐后分公司,臺中市豐原區三豐路二段8號,24.2707066,120.7214097
全聯實業股份有限公司,中山德惠分公司,臺北市中山區新喜里吉林路413號1、2樓,25.0664816,121.5305348
全聯實業股份有限公司,永和警光分公司,新北市永和區竹林路168號地下1層、地下1層之1、地下1層之2,25.0101252,121.5203221
全聯實業股份有限公司,虎尾中正分公司,雲林縣虎尾鎮林森路2段23號,23.7074507,120.4311945
全聯實業股份有限公司,信義莊敬分公司,臺北市信義區莊敬路325巷58號,25.0289324,121.564956
全聯實業股份有限公司,松山三民分公司,臺北市松山區富泰里三民路108號地下,25.0577385,121.5639817
全聯實業股份有限公司,天母天玉分公司,臺北市士林區天玉里天母西路3號地下,25.1188224,121.5294428
全聯實業股份有限公司,蘆洲民權分公司,新北市蘆洲區民族路31號,25.0850474,121.4777242
全聯實業股份有限公司,台中三和分公司,臺中市南屯區黎明路2段68、70號,24.1442482,120.6373131
全聯實業股份有限公司,新莊建中分公司,新北市新莊區建中街62號1樓,25.037335,121.448076
全聯實業股份有限公司,台中仁和分公司,臺中市南區國光路198號,24.1265677,120.6790525
全聯實業股份有限公司,大安泰順分公司,臺北市大安區泰順街45號,25.0226946,121.5312946
全聯實業股份有限公司,中山晴光分公司,臺北市中山區晴光里林森北路575-1、575-3、575-4、575-6、575-7、575-8、575-9號,25.065172,121.5258454
全聯實業股份有限公司,台中水湳分公司,臺中市北屯區中清路2段392、398、406號,24.1800703,120.6674667
全聯實業股份有限公司,亞東捷運分公司,新北市板橋區南雅南路2段122-23號1樓,24.9972467,121.4520274
全聯實業股份有限公司,中山長春分公司,臺北市中山區長春路258巷6號,25.0541332,121.538829
全聯實業股份有限公司,台中東海分公司,臺中市龍井區新興路87號,24.1818273,120.584922
全聯實業股份有限公司,新埔捷運分公司,新北市板橋區文化路1段360號地下1層之31、32,25.0214359,121.4669587
全聯實業股份有限公司,長治潭頭分公司,屏東縣長治鄉新潭村潭頭路86號,22.6755345,120.5254434
全聯實業股份有限公司,台中大鵬分公司,臺中市西屯區大鵬路107號,24.1779417,120.6633121
全聯實業股份有限公司,信義松隆分公司,臺北市信義區松隆路125號,25.0470011,121.5718341
全聯實業股份有限公司,內湖葫洲分公司,臺北市內湖區民權東路6段296巷20號,25.0723353,121.6059503
全聯實業股份有限公司,宜蘭校舍分公司,宜蘭縣宜蘭市新東里校舍路116號,24.7515027,121.7616803
全聯實業股份有限公司,中和宜安分公司,新北市中和區安平路109號,24.9976914,121.5113733
全聯實業股份有限公司,台中西屯分公司,臺中市西屯區西屯路3段157之1號,24.1869369,120.6203601
全聯實業股份有限公司,花蓮太昌分公司,花蓮縣花蓮市建國路2段262、266號,23.9918613,121.5783905
全聯實業股份有限公司,斗六文化分公司,雲林縣斗六市文化路65號,23.7111831,120.548129
全聯實業股份有限公司,美村綠分公司,臺中市西區五權五街68號,24.1367319,120.6624449
全聯實業股份有限公司,苓雅正義分公司,高雄市苓雅區正義路248號,22.6326987,120.3409781
全聯實業股份有限公司,鳳山武營分公司,高雄市鳳山區武營路236號,22.6112804,120.3374692
全聯實業股份有限公司,北投吉利分公司,臺北市北投區吉利街125號1樓,25.1187632,121.5066614
全聯實業股份有限公司,高雄大昌二分公司,高雄市三民區大昌二路146號,22.644329,120.33235
全聯實業股份有限公司,大園和平分公司,桃園市大園區和平東路65號,25.0618435,121.1998459
全聯實業股份有限公司,高雄大樹分公司,高雄市大樹區新鎮路850、858、866號,22.6565338,120.4173706
全聯實業股份有限公司,大甲民生分公司,臺中市大甲區民生路13號1樓,24.346505,120.626825
全聯實業股份有限公司,嘉義中埔分公司,嘉義縣中埔鄉和美村司公廍73-1、73-2、73-3、73-4號,23.452338,120.480102
全聯實業股份有限公司,淡水沙崙分公司,新北市淡水區大庄里沙崙路50號,25.1816586,121.4221715
全聯實業股份有限公司,台中松五分公司,臺中市北屯區松竹五路180、182、186號,24.1745707,120.7084931
全聯實業股份有限公司,林口復興分公司,桃園市龜山區文化里復興一路8號B1,25.0602218,121.3697521
全聯實業股份有限公司,中正南海分公司,臺北市中正區永昌里南海路100號、102號、102號地下,25.0281485,121.5082859
全聯實業股份有限公司,台南育安分公司,臺南市安南區育安街116、120號,23.0475153,120.2156757
全聯實業股份有限公司,內湖文德分公司,臺北市內湖區文德路212號地下1層,25.078304,121.584025
全聯實業股份有限公司,鳳山經武分公司,高雄市鳳山區經武路375、377號,22.6402547,120.3640931
全聯實業股份有限公司,松山民有分公司,臺北市松山區民權東路3段140巷15號,25.0604839,121.5470182
統一超商股份有限公司,花蓮縣第八分公司,花蓮縣花蓮市國慶里十鄰中山路一段7、9號1樓,23.9964425,121.5939981
統一超商股份有限公司,新竹縣第六十三分公司,新竹縣竹北市中正西路三八二、三八四號一樓,24.8409773,120.9759797
統一超商股份有限公司,桃園縣第三七七分公司,桃園市桃園區三民路三段490、492號1樓,24.9837355,121.3073372
統一超商股份有限公司,台中縣第二一三分公司,臺中市太平區中山里大源二街1、3號1樓,24.1444496,120.7251642
統一超商股份有限公司,桃園縣第三二七分公司,桃園市大溪區仁愛里五鄰埔頂路一段四六八號,24.9052806,121.2770882
統一超商股份有限公司,台中縣第二一四分公司,臺中市清水區田寮里高美路190號1樓,24.2824051,120.5750383
統一超商股份有限公司,嘉義市第二十二分公司,嘉義市東區大雅路二段421號1樓,23.4773156,120.4734091
統一超商股份有限公司,台北縣第二二０分公司,新北市板橋區龍翠里大同街五十二號一樓,25.0275848,121.4789331
統一超商股份有限公司,金門縣第一分公司,金門縣金城鎮南門里浯江北堤路100號1樓,24.4293482,118.3156698
統一超商股份有限公司,新竹市第十三分公司,新竹市東大路二段一七四號一樓,24.815766,120.9659865
統一超商股份有限公司,苗栗縣第七十六分公司,苗栗縣頭份市建國路二段一二八號一樓,24.6954369,120.9014067
統一超商股份有限公司,台中縣第二一五分公司,臺中市潭子區頭張路一段三十一號一樓,24.1946317,120.6990106
統一超商股份有限公司,桃園縣第三００分公司,桃園市桃園區國豐六街２５號、國強七街１１１、１１３號,24.9880703,121.2783703
統一超商股份有限公司,台北市第三七八分公司,臺北市信義區松德路二七一號,25.0328812,121.5746772
統一超商股份有限公司,台中縣第一三四分公司,臺中市豐原區豐勢路二段三九六號一樓,24.269004,120.750658
統一超商股份有限公司,南投縣第六十三分公司,南投縣南投市彰南路一段1031-2號1樓,23.9048372,120.6853307
統一超商股份有限公司,台東縣第四十二分公司,臺東縣臺東市馬蘭里新生路680、682、684號1樓,22.7635596,121.1360761
統一超商股份有限公司,新北市第三四四分公司,新北市五股區成泰路3段577巷92、94、96號1樓,25.1040519,121.4493117
統一超商股份有限公司,南投縣第六十四分公司,南投縣埔里鎮中華路116號1樓,23.9658105,120.974233
統一超商股份有限公司,高雄市第七十七分公司,高雄市苓雅區文橫二路41號1樓,22.6165481,120.3060651
統一超商股份有限公司,台北市第二十二分公司,臺北市大同區延平北路3段61-4、61-5號1樓,25.0657431,121.5111763
統一超商股份有限公司,台北縣第六三四分公司,新北市板橋區雙十路二段四十七巷三十、三十二號一樓,25.0257501,121.4754968
統一超商股份有限公司,桃園縣第一四四分公司,桃園市中壢區興南里十五鄰新生路一八二號,24.9611401,121.2231207
統一超商股份有限公司,台南市第四十八分公司,臺南市安南區安慶里安和路二段二十七號,23.0367442,120.2137196
統一超商股份有限公司,台北縣第二十五分公司,新北市林口區八德路五十二巷十七號一樓,25.0660624,121.3615756
統一超商股份有限公司,台南縣第一五六分公司,臺南市永康區北灣里大灣路62號,23.0121422,120.2708717
統一超商股份有限公司,高雄市第一三六分公司,高雄市小港區松山里高鳳路34-3、34-4、34-5、34-6號1樓,22.5742112,120.371473
統一超商股份有限公司,桃園縣第三七八分公司,桃園市蘆竹區山林路3段170-2號1樓,25.0778637,121.3191206
統一超商股份有限公司,新竹縣第四十六分公司,新竹縣竹北市嘉豐北路七十六、七十八號一樓,24.8142225,121.0367047
統一超商股份有限公司,南投縣第六十五分公司,南投縣草屯鎮碧興路一段七九八之一號一樓,23.972169,120.6529659
統一超商股份有限公司,嘉義縣第十八分公司,嘉義縣民雄鄉北勢子73-54、73-55號1樓,23.5315177,120.4526437
統一超商股份有限公司,屏東縣第一分公司,屏東縣屏東市前進里清進巷一五０號一樓,22.6519582,120.4692276
統一超商股份有限公司,高雄市第二四五分公司,高雄市三民區本上里黃興路一五一號一樓,22.648948,120.3381536
統一超商股份有限公司,高雄市第二四六分公司,高雄市三民區安發里平等路九十一、九十三號一樓,22.640528,120.3208158
統一超商股份有限公司,桃園縣第三八０分公司,桃園市平鎮區長沙街1號1樓、上海路115號1樓,24.911292,121.2062147
統一超商股份有限公司,花蓮縣第六十分公司,花蓮縣新城鄉康樂村康樂路286、288號1樓,24.0515988,121.6053127
統一超商股份有限公司,嘉義縣第四十四分公司,嘉義縣朴子市大葛里23鄰嘉朴路西段121號1樓,23.4611985,120.2858851
統一超商股份有限公司,台東縣第四十三分公司,臺東縣大武鄉尚武村環港路３號１樓,22.3382504,120.8933852
統一超商股份有限公司,台北縣第六六三分公司,新北市瑞芳區三爪子坑路１５、１７號１樓,25.1075497,121.8138764
統一超商股份有限公司,台北縣第六六四分公司,新北市五股區成泰路３段５７７巷２４號１樓,25.1029609,121.4515424
統一超商股份有限公司,新北市第六六五分公司,新北市蘆洲區中正路185巷50、52號1樓,25.0849414,121.4670183
統一超商股份有限公司,基隆市第四十六分公司,基隆市新豐街303巷11弄1、3號1樓,25.1342203,121.7882045
統一超商股份有限公司,台中市第八十七分公司,臺中市西區健行路1046、1046-1、1046-2號1樓,24.1565324,120.6630402
統一超商股份有限公司,台中縣第二一六分公司,臺中市沙鹿區光華路５０２、５０６號１樓,24.243821,120.5701598
統一超商股份有限公司,彰化縣第一０九分公司,彰化縣二林鎮北平里21鄰仁愛路425號1樓,23.9034729,120.3698619
統一超商股份有限公司,南投縣第六十六分公司,南投縣信義鄉玉山路82之2號1樓,23.702222,120.853619
統一超商股份有限公司,桃園縣第三八一分公司,桃園市桃園區大林里樹仁三街１０２號１樓,24.9744756,121.3206945
統一超商股份有限公司,桃園縣第三八二分公司,桃園市楊梅區楊新路３段３３１、３３３號１樓,24.9347165,121.1227792
統一超商股份有限公司,台北市第五三九分公司,臺北市文山區興業里興隆路2段244巷20號,25.0001245,121.5531258
統一超商股份有限公司,雲林縣第十分公司,雲林縣臺西鄉民族路16-7號1樓,23.6996,120.1985118
統一超商股份有限公司,屏東縣第二十八分公司,屏東縣高樹鄉高樹村南興路７４之３號１樓,22.8222952,120.6020315
統一超商股份有限公司,花蓮縣第六十一分公司,花蓮縣新城鄉北埔村北埔路282號1樓,24.0354039,121.6033808
統一超商股份有限公司,台北市第四八０分公司,臺北市八德路2段314號1樓,25.0471378,121.5428431
統一超商股份有限公司,台北市第四四０分公司,臺北市中山區遼寧街110號1樓 / 遼寧街108巷1號1樓,25.0525531,121.5419221
統一超商股份有限公司,彰化縣第一二０分公司,彰化縣員林市員集路2段216號,23.9411113,120.5763709
統一超商股份有限公司,彰化縣第一二一分公司,彰化縣社頭鄉員集路３段１６號１樓,23.9077491,120.582182
統一超商股份有限公司,台北縣第六七一分公司,新北市泰山區仁愛路６６號１樓,25.0549434,121.4322735
統一超商股份有限公司,台北市第五三四分公司,臺北市文山區景華里景興路14號,24.997875,121.544545
統一超商股份有限公司,新北市第六六九分公司,新北市樹林區國凱街55號1樓,24.9793489,121.4210549
統一超商股份有限公司,台北縣第六七０分公司,新北市樹林區柑園街１段６７、６７－１號１樓,24.9601549,121.402265
統一超商股份有限公司,新竹市第八十三分公司,新竹市香山區香北路１８１、１８３號１樓,24.7908009,120.9261558
統一超商股份有限公司,新竹市第四十一分公司,新竹市香山區海埔路１３６號 ,24.8188808,120.9249403
統一超商股份有限公司,新北市第六七二分公司,新北市新莊區公園一路34、36號1樓,25.0353866,121.4434345
統一超商股份有限公司,高雄市第九十六分公司,高雄市三民區鼎泰里河堤路５１０號１樓,22.6651934,120.3138523
統一超商股份有限公司,台北縣第六六八分公司,新北市新莊區中華路１段７３號１樓,25.0423755,121.4529799
統一超商股份有限公司,宜蘭縣第六十二分公司,宜蘭縣宜蘭市女中路三段26-6、26-7、26-8號1樓,24.7458092,121.7418117
統一超商股份有限公司,台南縣第一五八分公司,臺南市仁德區仁義村1鄰中山路155號,22.9697905,120.2641857
統一超商股份有限公司,台北縣第六七四分公司,新北市泰山區福興一街８７號１樓,25.0577435,121.4320893
統一超商股份有限公司,台南縣第一五九分公司,臺南市永康區尚頂里23鄰南台街43號1樓,23.0223057,120.2228894
統一超商股份有限公司,台北市第五八０分公司,臺北市文山區興光里興隆路3段173、175號,24.9964885,121.5601441
統一超商股份有限公司,台北縣第六七三分公司,新北市石碇區隆盛里碇坪路1段2號,24.9914959,121.6599339
