lng,lat,店名,地址,電話
121.4813461,24.9953625,中和連城店,新北市中和區連城路376之1號1~3樓,02-2225-1805
121.4385439,25.0847493,五股成泰店,新北市五股區成泰路2段121號1樓,02-8295-3733
121.4421113,24.97646,土城中央店,新北市土城區中央路2段159號1樓,02-2263-9674
121.4527135,24.9851694,土城裕民店,新北市土城區裕民路180號,02-2263-5311
121.4659979,24.9866121,土城金城店,新北市土城區金城路3段54號,02-2274-6826
121.5359756,24.9751575,新店中正三,新北市新店區中正路331號,02-2910-3935
121.5338923,24.9829202,新店中正二,新北市新店區中正路506號1樓,02-2218-3051
121.5460238,24.9766915,新店家樂福,新北市新店區中興路三段1之4號,02-2910-8930
121.5431999,24.973864,新店北新旗艦專櫃,新北市新店區北新路2段102號,02-2917-0186
121.5416864,24.98058,新店北新二,新北市新店區北新路3段51號,02-2910-2062
121.5124824,24.9625487,新店安康,新北市新店區安德街1號1樓,02-2212-7618
121.4448703,25.0529998,新莊中平旗艦專櫃,"新北市新莊區中平路346,348號",02-2279-1722
121.4184822,25.0070572,新莊中正店,新北市新莊區中正路232號,02-2276-8295
121.4320238,25.0317057,新莊中正二旗艦專櫃,新北市新莊區中正路617-619號,02-2902-2181
121.4180032,25.0264324,新莊富國店,新北市新莊區中正路877-5號,02-2902-0073
121.4527147,25.0451323,新莊二店,新北市新莊區中港路306號,02-2992-0498
121.4129159,25.0243405,新莊中山店,新北市新莊區新北大道七段792號,02-2905-0070
121.4247951,25.0230568,新莊三店,新北市新莊區民安路188巷5號,02-2207-0065
121.4644519,25.0109757,板橋遠百店,新北市板橋區中山路1段152號12樓,02-8952-4029
121.4775041,25.0177013,板橋中山旗艦專櫃,新北市板橋區中山路2段257號1樓,02-2964-2221
121.4577509,25.009259,板橋府中店,新北市板橋區府中路69號,02-2271-0296
121.4703764,25.0277747,板橋文化店,新北市板橋區文化路2段173號,02-2250-5065
121.4667853,25.0136085,板橋遠百二店,新北市板橋區新站路28號9樓,02-2964-6930
121.4264105,24.984548,板橋篤行店,新北市板橋區篤行路三段99號B1~2樓,02-2687-8197
121.4565118,25.0018117,板橋愛買二店,新北市板橋區貴興路101號1樓,
121.4610683,25.0078859,板橋重慶店,新北市板橋區重慶路23號,02-2961-2624
121.4605817,25.0241095,板橋雨農店,新北市板橋區雨農路60號1樓,02-2250-4605
121.3860294,25.0795732,林口中山店,新北市林口區中山路250之1號,02-2601-1477
121.3701774,25.069192,林口文化旗艦專櫃,新北市林口區文化一路一段33號,02-2608-2906
121.4232898,24.9909382,樹林中山店,新北市樹林區中山路1段101號,02-2675-6311
121.5107615,25.0024304,永和永安店,新北市永和區中和路503號,02-2922-8242
121.5085474,25.0085272,永和中山店,新北市永和區中山路1段214號,02-8660-2800
121.5164699,24.9981746,永和中正店,新北市永和區中正路244號,02-2945-7965
121.5256572,24.9992603,永和得和店,新北市永和區得和路405號1樓,02-8660-7029
121.5155018,25.0131811,永和旗艦專櫃,新北市永和區永和路2段170號,02-2929-0101
121.5209249,25.0081806,永和竹林店,新北市永和區竹林路235號1樓,02-8926-2798
121.632174,25.0652979,汐止中興店,新北市汐止區中興路168號之10,02-2694-6602
121.6632443,25.0684912,汐止南昌店,新北市汐止區南昌街45號,02-8692-4321
121.6540311,25.0654936,汐止大同店,新北市汐止區大同路2段242號1樓,02-2649-7341
121.6543753,25.0623263,汐止新台五旗艦專櫃,新北市汐止區新台五路1段162號,02-8642-5343
121.424864,25.0397822,泰山明志店,新北市泰山區明志路三段153號,02-903-0875
121.4335583,25.0611943,泰山泰林店,新北市泰山區泰林路2段194號1樓,02-2296-7309
121.4424221,25.1765393,淡水中山店,新北市淡水區中山北路1段105號1樓,02-2620-9411
121.446248,25.1683253,淡水中正店,新北市淡水區中正東路37號,02-2623-0207
121.4480506,25.183256,淡水新市旗艦專櫃,新北市淡水區新市一路三段151號,02-2620-0051
121.8020674,25.1066794,瑞芳中山店,新北市瑞芳區中山路168號,02-2406-1095
121.4608548,25.0813605,蘆洲長安店,新北市蘆洲區長安街127號1樓,02-8282-5129
121.4599315,25.0872461,蘆洲長榮旗艦專櫃,"新北市蘆洲區長榮路376,378號",
121.6403514,25.2189404,金山中山店,新北市金山區中山路88號,02-2498-0028
121.352289,24.9510919,鶯歌文化店,新北市鶯歌區文化路363號1樓,02-2677-2705
121.3329044,24.9644304,鶯歌鶯桃店,新北市鶯歌區鶯桃路411號,02-2677-1270
120.9711732,24.8034523,新竹中正店,新竹市北區東區中正路34號,03-522-0258
121.011108,24.7865728,新竹光復旗艦專櫃,新竹市北區東區光復路1段526號,03-577-6333
120.9907094,24.7996493,新竹光復二店,新竹市北區東區光復路2段241、243號,03-575-1062
120.9930985,24.7931973,新竹清大店,新竹市北區東區光復路二段101號(清華大學小吃部),03-572-7800
120.992869,24.8044523,新竹愛買店,新竹市北區東區公道五路二段469號B1,03-575-2290
120.9697603,24.7975687,新竹南大店,新竹市北區東區南大路337號1樓,03-561-0742
120.9767896,24.8145683,新竹經國旗艦專櫃,新竹市北區東區國路1段522號1樓,03-535-6469
120.999394,24.7845781,新竹交大店,新竹市北區東區大學路1001號之國立交通大學女二舍,03-573-4333
121.0186757,24.784797,新竹關新旗艦專櫃,新竹市北區東區關新路26號,03-666-2713
120.972557,24.7950926,新竹食品旗艦專櫃,新竹市北區東區食品路228號,03-5626201
120.9708565,24.8184038,新竹大潤發店,新竹市北區湳雅街91號1樓,03-532-9648
120.9623376,24.8059508,新竹西大店,新竹市北區西大路513號1樓,03-523-4840
120.9540639,24.7999181,新竹經國二旗艦專櫃,新竹市北區香山區經國路三段11號,03-539-9826
120.9711732,24.8034523,新竹中正店,新竹市東區中正路34號,03-522-0258
121.0110437,24.7866227,新竹光復店,新竹市東區光復路1段526號,03-577-6333
120.9907043,24.7996388,新竹光復二店,新竹市東區光復路2段241、243號,03-575-1062
120.9930985,24.7931973,新竹清大店,新竹市東區光復路二段101號(清華大學小吃部),03-572-7800
120.9932541,24.8047468,新竹愛買店,新竹市東區公道五路二段469號B1,03-575-2290
120.9697664,24.7975607,新竹南大店,新竹市東區南大路337號1樓,03-561-0742
120.9767896,24.8145683,新竹經國店,新竹市東區國路1段522號1樓,03-535-6469
120.999394,24.7845781,新竹交大店,新竹市東區大學路1001號之國立交通大學女二舍,03-573-4333
121.0187047,24.7847865,新竹關新店,新竹市東區關新路26號,03-666-2713
120.9725522,24.7951325,新竹食品店,新竹市東區食品路228號,03-5626201
120.9540639,24.7999181,新竹經國二店,新竹市香山區經國路三段11號,03-539-9826
120.9951244,24.8691449,新豐新興店,新竹縣新豐鄉新興路189之3號1F,03-557-6112
121.0055443,24.8364925,竹北中華旗艦專櫃,新竹縣竹北市三民路559號1樓,03-555-3611
121.0092619,24.8265915,竹北光明店,新竹縣竹北市光明六路89號1樓,03-553-5849
121.0311943,24.808686,竹北文興店,新竹縣竹北市文興路一段350號,03-6685501
121.0279643,24.8190844,竹北自強南旗艦專櫃,新竹縣竹北市自強南路19號,03-657-8195
121.0830195,24.7439067,竹東長春旗艦專櫃,新竹縣竹東鎮長春路3段191號,03-596-2780
121.1924434,24.8011034,關西服務區店,新竹縣關西鎮上三屯14號(國道三號高速公路關西服務區商場一樓),
121.2407764,24.9573827,中壢中原店,桃園市中壢區中北路200號(中原大學),03-4562037
121.2345845,24.9547179,中壢大潤發店,桃園市中壢區中北路二段468號,03-437-6886
121.2448722,24.9473974,中壢家樂福店,桃園市中壢區中山東路二段510號1F,03-436-0051
121.2240002,24.9541052,中壢中正店,桃園市中壢區中正路51號1樓,03-280-5816
121.2355765,24.9642103,中壢中華旗艦專櫃,桃園市中壢區中華路2段358號1樓,03-462-5866
121.2530983,24.9730391,內壢家樂福店,桃園市中壢區中華路一段450號1樓,03-434-0519
121.2237493,24.9625846,中壢崇光店,桃園市中壢區元化路357號B1,03-427-0445
121.2252252,24.9568503,中壢中央店,桃園市中壢區復興路57號,03-422-9242
121.2366139,24.94931,中壢環中東旗艦專櫃,桃園市中壢區環中東路2段176號,03-436-2837
121.2561852,24.9626292,中壢環中東二旗艦專櫃,"桃園市中壢區環中東路301,303號",03-455-9117
121.2561852,24.9626292,中壢環中東二店,"桃園市中壢區環中東路301,303號",03-455-9117
121.2145117,25.0128384,桃園高鐵店,桃園市中壢區高鐵北路一段6號1樓,03-261-8108
121.2765771,24.9815533,桃園八德旗艦專櫃,桃園市八德區中華路277號,03-369-8784
121.297489,24.9489709,桃園大湳旗艦專櫃,桃園市八德區介壽路2段332號1樓,03-376-3237
121.3270783,24.9712571,八德桃鶯店,桃園市八德區桃鶯路37號,03-377-4766
121.2022487,25.0619869,大園中正店,桃園市大園區中正東路162號1樓,03-385-7521
121.2226648,25.0288181,桃園機場一店,桃園市大園區航站南路9號B2F,03-393-1598
121.2320856,25.0772642,桃園機場二店,桃園市大園區航站南路9號第二航廈管制區C區4樓,
121.2762928,24.8947178,大溪員林旗艦專櫃,桃園市大溪區員林路1段268號,03-307-6781
121.289053,24.881735,大溪慈湖店,桃園市大溪區慈湖路99號1樓,03-388-7797
121.2109391,24.9006352,平鎮中豐店,桃園市平鎮區中豐路山頂段156之1號1樓,03-469-4354
121.2040306,24.9569893,中壢民族旗艦專櫃,桃園市平鎮區民族路2段175號,03-492-5410
121.3062163,24.9924099,桃園三民店,桃園市桃園區三民路3段313號1樓,03-336-6411
121.2861718,24.9848335,桃園愛買店,桃園市桃園區中山路939號,03-378-0366
121.3132231,24.9900198,桃園新遠百店,桃園市桃園區中正路20號B1F,03-331-3058
121.3129895,24.9910697,桃園中正店,桃園市桃園區中正路50號,03-333-4423
121.3200278,25.0081315,桃園新光三越店,桃園市桃園區大有路189號,03-332-1430
121.3023958,25.0136113,桃園大興西旗艦專櫃,桃園市桃園區大興西路1段212號,03-346-8959
121.2960065,25.0096396,桃園大興西二旗艦專櫃店,桃園市桃園區大興西路二段177號,03-215-0640
121.3177571,24.9864445,桃園桃鶯旗艦專櫃,桃園市桃園區桃鶯路66號,03-362-6920
121.3050363,25.0157116,桃園經國家樂福店,桃園市桃園區經國路369號2樓,03-356-5177
121.3035165,25.0207015,桃園經國旗艦專櫃,桃園市桃園區經國路495號1樓,03-356-8530
121.1681953,24.9082194,楊梅埔心旗艦專櫃,桃園市楊梅區中山北路2段45號,03-482-0564
121.1545053,24.9083486,楊梅中山北店,桃園市楊梅區中山北路一段218號,03-4884895
121.2877155,25.052407,南崁台茂旗艦專櫃,桃園市蘆竹區南崁路1段112號1F,03-352-0986
121.2922112,25.0468026,南崁中正旗艦專櫃,桃園市蘆竹區南榮村中正路245號,03-352-7305
121.2635337,25.0214928,蘆竹大竹旗艦專櫃,桃園市蘆竹區大竹路432號,03-323-9975
121.2119491,24.8809004,龍潭中豐店,桃園市龍潭區中豐路412號,03-480-9031
121.2180541,24.8684141,桃園龍潭旗艦專櫃,桃園市龍潭區北龍路301號,03-480-1401
121.3666486,25.0583581,林口復興店,桃園市龜山區復興一路148號,03-327-3883
121.3665133,25.0608069,林口長庚店,桃園市龜山區復興街9號B1,03-328-1940
121.3452174,24.9983367,桃園龜山旗艦專櫃,桃園市龜山區自強東路291號1樓,03-320-4895
121.4025118,25.0169848,新莊龍華店,桃園市龜山區萬壽路一段317號,02-8200-0781
121.1545053,24.9083486,楊梅中山北旗艦專櫃,桃園市楊梅區中山北路一段218號,03-4884895
120.7585976,24.3900605,苗栗三義店,苗栗縣三義鄉西湖村下湖5-15號1樓,037-873-430
120.8780827,24.685433,竹南民權店,苗栗縣竹南鎮民權街49號,037-478-791
120.6463281,24.4327597,苑裡介壽店,苗栗縣苑裡鎮房裡里南房63之10號1樓,037-854-198
120.8194257,24.5576087,苗栗中山店,苗栗縣苗栗市中山路600號1樓,037-359-099
120.8160816,24.5523192,苗栗光復店,苗栗縣苗栗市光復路11號,03-732-9096
120.8176455,24.5737588,苗栗家樂福中心店,苗栗縣苗栗市國華路599號1樓,037-378-778
120.9144204,24.6929127,苗栗頭份店,苗栗縣頭份市中華路1335號1樓,037-685-299
120.9034301,24.6867492,頭份大潤發店,苗栗縣頭份市自強路230號1樓,037-681-709
120.9144204,24.6929127,苗栗頭份旗艦專櫃,苗栗縣頭份市頭份市中華路1335號1樓,037-685-299
120.9034301,24.6867492,頭份大潤發店,苗栗縣頭份市頭份市自強路230號1樓,037-681-709
120.6842007,24.1385128,台中中正店,台中市中區台灣大道一段36號,04-2223-4481
120.6847172,24.1522757,台中中友店,台中市北區三民路3段161號A棟B3,04-2225-9169
120.6723394,24.1708553,台中新大雅旗艦專櫃,台中市北區中清路一段786號,04-2293-9110
120.6853774,24.1478004,台中尊賢店,台中市北區太平路22號,04-2223-8845
120.6815813,24.1551937,台中學士店,台中市北區學士路83號,04-2201-6826
120.6909798,24.1769464,台中崇德旗艦專櫃,台中市北區崇德路1段298號,04-2237-5575
120.6719347,24.1633337,台中大潤發店,台中市北區忠明路499號,04-2207-1636
120.6664254,24.1566931,台中館前店,台中市北區館前路1號2樓,04-2322-7795
120.663084,24.1877376,台中中清旗艦專櫃,台中市北屯區中清路二段896號,04-2425-5690
120.7010321,24.1792842,台中北屯旗艦專櫃,台中市北屯區北屯路432之1號,04-2249-1960
120.6860296,24.187394,台中崇德二旗艦專櫃,台中市北屯區崇德路3段191號1樓,04-2422-6045
120.6810672,24.1728616,台中文心五旗艦專櫃,台中市北屯區文心路4段341號,04-2246-6945
120.7189424,24.1751484,台中軍功旗艦專櫃,台中市北屯區軍功路1段611號,04-2436-3747
120.6581516,24.1171892,台中復興二店,台中市南區復興路2段6-1號1樓,04-2261-0232
120.6784201,24.1324014,台中復興店,台中市南區復興路3段318號,04-2225-3255
120.6685188,24.1286062,台中復興三旗艦專櫃,台中市南區復興路3段41號,04-2261-2036
120.6489295,24.1402481,台中五權西旗艦專櫃,台中市南屯區五權西路2段250號1樓,04-2473-0388
120.6325062,24.145049,台中五權西二旗艦專櫃,台中市南屯區五權西路2段961號,04-2389-0432
120.646174,24.1352248,台中文心南旗艦專櫃,台中市南屯區文心南路61號,04-2473-1093
120.6461625,24.154068,文心家樂福中心店,台中市南屯區文心路1段521號B1,04-2251-8939
120.6354561,24.150767,台中黎明二店,台中市南屯區黎明路二段386號,04-2251-0298
120.6467381,24.2221076,大雅中清南店,台中市台中市大雅區中清路3段1095號,04-2560-3891
120.6639408,24.15514,中港四店,台中市台中市西區台灣大道二段412號B1,04-2323-4079
120.6153935,24.1835679,台中中港六店,台中市台中市西屯區台灣大道四段1058號,04-2460-8339
120.7116034,24.3303631,泰安服務區店,台中市后里區安眉路113號泰安服務區南站泰安商場2樓,
120.6173858,24.3503885,大甲經國旗艦專櫃,台中市大甲區經國路502號1樓,04-2680-0681
120.6940323,24.0895486,大里中興旗艦專櫃,台中市大里區中興路1段175號1樓,04-2493-3162
120.6813379,24.1035038,大里國光旗艦專櫃,台中市大里區國光路2段177號1樓,04-2406-2052
120.6797043,24.1155233,大里大買家店,台中市大里區國光路2段710號2樓,04-2481-9606
120.6467381,24.2221076,大雅中清南旗艦專櫃,台中市大雅區中清路3段1095號,04-2560-3891
120.7191862,24.148812,太平中山店,台中市太平區中山路三段45號,04-2275-0391
120.7170363,24.1280168,太平中興店,台中市太平區中興路43號1樓,04-2270-6250
120.824428,24.257963,東勢中正旗艦專櫃,台中市東勢區中正路350號1樓,04-2577-2512
120.6877477,24.1357726,台中新時代1F B1店,台中市東區復興路4段186號1樓B1,04-2226-0839
120.709713,24.1496016,台中精武東旗艦專櫃,台中市東區精武東路109號,04-2215-2208
120.5652956,24.2425191,沙鹿光華店,台中市沙鹿區光華路338號B1,04-2663-1055
120.5587329,24.2350184,沙鹿沙田店,台中市沙鹿區沙田路107號1樓,04-2662-9502
120.5696675,24.2741576,清水中華旗艦專櫃,台中市清水區中華路459號,04-2626-3190
120.7051527,24.2121527,潭子中山店,台中市潭子區中山路2段343號1樓,04-2531-8737
120.6388086,24.1082625,台中烏日店,台中市烏日區中山路1段346號1樓,04-2336-5126
120.6241581,24.1040552,烏日新興旗艦專櫃店,台中市烏日區新興路253號,
120.6156492,24.1121801,台中高鐵店,台中市烏日區站區二路8號2樓,04-3600-3332
120.6860347,24.2465336,神岡中山店,台中市神岡區中山路501號,04-2561-3113
120.6639408,24.15514,中港四店,台中市西區台灣大道二段412號B1,04-2323-4079
120.6435275,24.1709346,台中河南店,台中市西屯區上石里河南路2段466號1樓,04-2701-3280
120.6446118,24.1642486,台中大遠百店,台中市西屯區台灣大道三段251號12樓,04-2251-7661
120.6437082,24.1652571,台中新三越店,台中市西屯區台灣大道三段301號12樓,04-2258-1365
120.6153935,24.1835679,台中中港六旗艦專櫃,台中市西屯區台灣大道四段1058號,04-2460-8339
120.623477,24.1794099,中港二旗艦專櫃,台中市西屯區台灣大道四段620號,04-2463-4530
120.6465315,24.1577573,台中文心二旗艦專櫃,台中市西屯區文心路2段57號1樓,04-2258-0809
120.6548842,24.1689266,台中文心六旗艦專櫃,台中市西屯區文心路三段119號,04-2315-0560
120.6208945,24.1841652,台中永福店,台中市西屯區永福路116號1樓,04-2463-0222
120.6381276,24.1640826,台中老虎城店,台中市西屯區河南路3段120號3F,04-2259-8123
120.6452539,24.1790234,台中逢甲店,台中市西屯區福星路427號1樓,04-2451-3592
120.7198063,24.2518177,豐原和平店,台中市豐原區中正路138號,04-2522-5129
120.7084131,24.2500572,豐原中正二旗艦專櫃,台中市豐原區中正路569號,04-2512-3485
120.7206809,24.2509886,豐原太平洋店,台中市豐原區復興路2號B2,04-2525-4528
120.7345013,24.2567943,豐原愛買店,台中市豐原區水源路420號1樓,04-2513-2229
120.7475379,24.2549127,豐原愛買店,台中市豐原區水源路號1樓,04-2513-2229
120.7215586,24.2395093,豐原田心店,台中市豐原區田心路2段201號,04-2524-9833
120.696349,24.0553623,霧峰林森旗艦專櫃,台中市霧峰區林森路38號1樓,04-2330-3499
120.5842002,24.1819251,台中新興店,台中市龍井區遊園南路185號1樓,04-2631-5127
120.3796465,23.8996621,二林斗苑店,彰化縣二林鎮斗苑路4段376號,04-895-6191
120.5188714,23.8750522,北斗中山店,彰化縣北斗鎮中山路二段102號,04-878-0155
120.5049164,24.1058612,彰化和美店,彰化縣和美鎮彰美路5段2號1樓,04-756-9020
120.5818699,23.9607137,員林三民店,彰化縣員林市三民東街329號,04-834-5526
120.570495,23.9604952,員林中山店,彰化縣員林市中山路2段43號,04-833-7315
120.5655383,23.9494644,員林中山二店,彰化縣員林市中山路一段330號,
120.5818699,23.9607137,員林三民店,彰化縣員林市員林市三民東街329號,04-834-5526
120.570495,23.9604952,員林中山店,彰化縣員林市員林市中山路2段43號,04-833-7315
120.536733,24.0634557,彰化中山二旗艦專櫃,彰化縣彰化市中山路一段478號,04-711-9925
120.5395019,24.0817933,彰化中正店,彰化縣彰化市中正路1段566號1樓,04-723-6166
120.5382924,24.0728907,彰化曉陽旗艦專櫃,彰化縣彰化市曉陽路156號1-2樓,04-728-9247
120.5478884,24.0961778,彰化金馬旗艦專櫃,彰化縣彰化市金馬路2段55號1樓,04-735-9944
120.5423964,24.0945919,彰化家樂福店,彰化縣彰化市金馬路二段321號B1F,047-355-192
120.4853285,23.9568636,彰化溪湖旗艦專櫃,彰化縣溪湖鎮員鹿路二段430號,048-857-100
120.5831638,23.8594503,田中中正店,彰化縣田中鎮中正路376號,04-875-7282
120.5188714,23.8750522,北斗中山旗艦專櫃,彰化縣田尾鄉北斗鎮中山路二段102號,04-878-0155
120.5424448,24.0227683,花壇中山旗艦專櫃,彰化縣花壇鄉花壇村中山路1段345號,04-787-0470
