郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話,lat,lng
100037,000130-0,臺北古亭郵局,臺北30支,台北市中正區南昌路二段232號,(02)2367-2165,(02)2368-2923,25.023674800000002,121.5247112
108240,000131-3,臺北東園郵局,臺北31支,台北市萬華區東園街148號,(02)2309-9202,(02)2303-8013,25.0233783,121.49755320000001
106236,000132-7,臺北光華郵局,臺北32支,台北市大安區新生北路一段7之2號,(02)2741-0600,(02)2731-5570,25.045035000000002,121.5331169
100007,000133-1,臺北南陽郵局,臺北33支,台北市中正區信陽街8號,(02)2361-3711,(02)2375-4227,25.0445958,121.51599409999999
104102,000134-4,臺北中崙郵局,臺北34支,台北市中山區復興北路40號,(02)2771-1401,(02)2772-5405,25.049398899999996,121.5437189
108228,000135-8,臺北莒光郵局,臺北35支,台北市萬華區莒光路210號,(02)2302-4644,(02)2302-4649,25.031386899999998,121.501124
105407,000136-1,臺北光復郵局,臺北36支,台北市松山區八德路三段240號,(02)2570-1157,(02)2578-6944,25.047932,121.55761100000001
104244,000137-5,臺北大直郵局,臺北37支,台北市中山區北安路518巷14弄18號,(02)2533-4543,(02)2533-4543,25.0790058,121.5454534
111064,000142-1,士林社子郵局,臺北42支,台北市士林區延平北路五段150號,(02)2812-2884,(02)2812-1072,25.0824998,121.5104478
106231,000143-5,臺北三張犁郵局,臺北43支,台北市大安區信義路四段337號,(02)2709-6837,(02)2701-5196,25.0334299,121.556385
106247,000144-9,臺北成功郵局,臺北44支,台北市大安區四維路198巷38弄12號,(02)2704-3862,(02)2708-1087,25.026677499999998,121.54733490000001
105008,000145-2,松山機場郵局,臺北45支,台北市松山區敦化北路340-9號,(02)2713-3365,(02)2713-3365,25.0636811,121.5518476
104297,000146-6,臺北長安郵局,臺北46支,台北市中山區長安東路二段97號,(02)2506-8771,(02)2515-0399,25.048586800000002,121.53484679999998
103247,000147-0,臺北大同郵局,臺北47支,台北市大同區承德路三段83號,(02)2597-4508,(02)2594-1868,25.064470800000002,121.51886909999999
105063,000148-3,臺北西松郵局,臺北48支,台北市松山區南京東路五段311號,(02)2769-7535,(02)2768-2358,25.0515829,121.56670190000001
110204,000149-7,臺北市府郵局,臺北49支,台北市信義區市府路1號,(02)2720-0690,(02)2720-9930,25.037531,121.5639969
103250,000150-9,臺北大龍峒郵局,臺北50支,台北市大同區重慶北路三段338號,(02)2597-5098,(02)2586-0105,25.076060000000002,121.5136689
110210,000151-2,臺北松德郵局,臺北51支,台北市信義區松德路300號,(02)2727-3686,(02)2726-3738,25.032054300000002,121.574243
111029,000152-6,士林天母郵局,臺北52支,台北市士林區中山北路七段130號,(02)2871-8271,(02)2873-5072,25.1226571,121.5321676
106233,000153-0,臺北光武郵局,臺北53支,台北市大安區大安路一段52巷16號,(02)2781-6693,(02)2721-1634,25.0430337,121.5455117
110017,000154-3,臺北吳興郵局,臺北54支,台北市信義區莊敬路418號,(02)2720-0060,(02)2722-3543,25.026911899999998,121.566401
104223,000155-7,臺北松江路郵局,臺北55支,台北市中山區松江路366號,(02)2521-6681,(02)2561-8954,25.0620693,121.5329738
105015,000156-1,臺北延壽郵局,臺北56支,台北市松山區民生東路五段12號,(02)2756-7232,(02)2768-3079,25.058148199999998,121.55596909999998
106224,000157-4,臺北六張犁郵局,臺北57支,台北市大安區和平東路三段208號,(02)2733-5532,(02)2733-0262,25.022865200000002,121.55384099999999
100213,000158-8,臺北小南門郵局,臺北58支,台北市中正區廣州街15號,(02)2375-9856,(02)2375-9856,25.0359087,121.50817279999998
111001,000159-1,故宮郵局,臺北59支,台北市士林區至善路二段221號,(02)2881-8410,(02)2881-8410,25.1004265,121.5498091
103261,000161-7,臺北保安郵局,臺北61支,台北市大同區重慶北路二段183號,(02)2553-9692,(02)2553-9692,25.0599141,121.5137663
100230,000164-8,臺北火車站郵局,臺北64支,台北市中正區北平西路3號,(02)2311-4239,(02)2311-4239,25.047701999999997,121.5173735
104231,000165-1,臺北圓山郵局,臺北65支,台北市中山區林森北路573號,(02)2592-1606,(02)2592-1606,25.0649927,121.52581140000001
104288,000167-9,臺北長春路郵局,臺北67支,台北市中山區長春路129號,(02)2521-6967,(02)2537-3821,25.0549617,121.530679
104226,000168-2,臺北民權郵局,臺北68支,台北市中山區民權西路22號,(02)2571-6241,(02)2563-8027,25.0626417,121.5218074
108212,000170-8,臺北老松郵局,臺北70支,台北市萬華區桂林路51號,(02)2389-4549,(02)2389-4549,25.0380929,121.50414409999999
100048,000171-1,臺北汀州郵局,臺北71支,台北市中正區汀州路三段301號,(02)2363-7009,(02)2363-7009,25.011816,121.53588710000001
100062,000172-5,臺北龍口郵局,臺北72支,台北市中正區和平西路二段68號,(02)2309-9158,(02)2303-4060,25.0290827,121.5115966
111010,000173-9,士林中正路郵局,臺北73支,台北市士林區中正路420號,(02)8866-6045,(02)8866-6047,25.0935053,121.5195942
108245,000174-2,臺北萬大路郵局,臺北74支,台北市萬華區萬大路524號,(02)2301-2793,(02)2309-7442,25.01887,121.496784
116071,000175-6,文山興隆路郵局,臺北75支,台北市文山區興隆路二段171號,(02)2935-7813,(02)2931-8476,25.000715200000002,121.54897679999999
111063,000177-3,士林後港郵局,臺北77支,台北市士林區福港街149巷2號,(02)2883-7486,(02)2881-3600,25.0874136,121.518346
110068,000178-7,臺北永吉郵局,臺北78支,台北市信義區永吉路168號,(02)2768-4410,(02)2762-0461,25.045505300000002,121.5710135
108022,000179-1,臺北華江橋郵局,臺北79支,台北市萬華區和平西路三段310號,(02)2302-0953,(02)2306-4473,25.0352855,121.4929482
110054,000180-2,臺北逸仙郵局,臺北80支,台北市信義區逸仙路46號,(02)2729-0135,(02)2720-8917,25.040346,121.56176200000002
105039,000181-6,臺北體育場郵局,臺北81支,台北市松山區儲匯：南京東路三段346號,(02)2752-5760,(02)2781-9214,25.051551,121.5480709
106238,000182-0,臺北正義郵局,臺北82支,台北市大安區忠孝東路三段150號,(02)2778-2422,(02)2752-8005,25.041541,121.5381467
111020,000183-3,士林蘭雅郵局,臺北83支,台北市士林區忠誠路一段52號,(02)2832-6924,(02)2832-6924,25.104615600000002,121.52687350000001
100023,000184-7,臺北杭南郵局,臺北84支,台北市中正區杭州南路一段23號,(02)2393-8719,(02)2393-8719,25.0420822,121.5263438
111002,000186-4,東吳大學郵局,臺北86支,台北市士林區臨溪路70號,(02)2881-5624,(02)2881-5624,25.094414999999998,121.545748
105065,000187-8,臺北民生郵局,臺北87支,台北市松山區民生東路五段191號,(02)2766-2575,(02)2764-4790,25.059341500000002,121.5656544
106335,000190-7,臺灣科大郵局,臺北90支,台北市大安區基隆路四段43號,(02)2733-1071,(02)2733-1071,25.013089800000003,121.54012820000001
106201,000191-1000501-1,臺北金南郵局,臺北91支,台北市大安區愛國東路216號,(02)2394-0804,(02)2394-0804,25.0318173,121.52456709999998
100011,000192-4,臺北中正堂郵局,臺北92支,台北市中正區中山南路21號,(02)2394-2715,(02)2394-2715,25.036756399999998,121.519047
116063,000193-8,文山武功郵局,臺北93支,台北市文山區羅斯福路五段147號,(02)2935-6135,(02)2931-4860,25.0040378,121.53891670000002
108050,000195-5,臺北青年郵局,臺北95支,台北市萬華區國興路34號,(02)2309-8054,(02)2309-8054,25.0249068,121.5081939
106421,000196-9,臺北安和郵局,臺北96支,台北市大安區安和路二段61號,(02)2704-9228,(02)2708-5519,25.0307687,121.55257420000001
116059,000197-2,文山萬盛郵局,臺北97支,台北市文山區汀州路四段88號,(02)2932-0183,(02)2932-0183,25.0080629,121.5366277
110028,000199-0,臺北永春郵局,臺北99支,台北市信義區忠孝東路五段464號,(02)8788-1850,(02)8788-1850-31,25.040661,121.576702
100216,000200-1,監察院郵局,臺北100支,台北市中正區忠孝東路一段2號,(02)2392-5345,(02)2392-5345,25.045220899999997,121.5199946
105005,000201-5,臺北榮星郵局,臺北101支,台北市松山區民權東路三段124之1號,(02)2712-7615,(02)2715-4680,25.061842600000002,121.54573119999999
104247,000204-6,臺北北安郵局,臺北104支,台北市中山區北安路630巷10號,(02)2532-9100,(02)2532-0537,25.082655399999997,121.5498429
111035,000205-0,士林芝山郵局,臺北105支,台北市士林區士東路286巷36號,(02)2836-3191,(02)2836-3191,25.1114041,121.5373205
111035,000206-3,士林法院郵局,臺北106支,台北市士林區士東路190號,(02)2836-6049,(02)2836-6049,25.1118734,121.53349229999999
100005,000207-7,臺北中山堂郵局,臺北107支,台北市中正區中華路一段53號,(02)2314-8490,(02)2314-8490,25.0430196,121.50910790000002
106230,000208-1,臺北敦南郵局,臺北108支,台北市大安區忠孝東路四段170巷9號,(02)2771-5334,(02)2771-5334,25.040612,121.55088149999999
110202,000209-4,臺北世貿郵局,臺北109支,台北市信義區信義路五段5號,(02)2725-2479,(02)2725-2479,25.033259100000002,121.562324
100214,000210-6,臺北南門郵局,臺北110支,台北市中正區廣州街2號,(02)2331-6433,(02)2331-6433,25.0347701,121.5105004
116080,000211-0,文山萬芳郵局,臺北111支,台北市文山區興隆路三段178號,(02)2230-5857,(02)2230-5857,24.9981076,121.5586064
104112,000212-3,臺北興安郵局,臺北112支,台北市中山區復興北路210號,(02)2504-3662,(02)2504-3662,25.0563272,121.54391480000001
100225,000215-4,臺大醫院郵局,臺北115支,台北市中正區中山南路七號,(02)2397-3983,(02)2397-3983,25.0401837,121.5189278
111002,000216-8,士林外雙溪郵局,臺北116支,台北市士林區明溪街15號,(02)2841-1174,(02)2841-1174,25.107,121.56520400000001
106245,000217-1,臺北大安郵局,臺北117支,台北市大安區信義路三段89號,(02)2704-4318,(02)2705-3234,25.03372460000001,121.53830239999999
105017,000218-5,臺北台塑郵局,臺北118支,台北市松山區民生東路四段54之2號,(02)2719-3473,(02)2719-3473,25.0577028,121.55104490000001
100218,000220-1,臺北中聯郵局,臺北120支,台北市中正區徐州路5號,(02)2356-6485,(02)2356-6485,25.0422099,121.51947
104262,000221-4,臺北龍江路郵局,臺北121支,台北市中山區龍江路335號,(02)2501-6754,(02)2501-6754,25.063197100000004,121.5410122
104237,000222-8,國防部郵局,臺北122支,台北市中山區北安路409號,(02)8509-9866,(02)8509-9866,25.079795999999998,121.54320990000002
111013,000223-1,士林劍潭郵局,臺北123支,台北市士林區基河路14號,(02)2885-9559,(02)2885-6043,25.081735300000002,121.52390630000001
112091,000224-5,陽明山郵局,臺北124支,台北市北投區紗帽路139之1號,(02)2861-6151,(02)2861-6171,25.1512299,121.54611159999999
111396,000225-9,文化大學郵局,臺北125支,台北市士林區華岡路55號,(02)2861-5880,(02)2861-5880,25.1359859,121.5389375
111068,000226-2,士林社新里郵局,臺北126支,台北市士林區延平北路六段197號,(02)2811-9944,(02)2812-1099,25.089378,121.505847
110065,000228-0,臺北信義郵局,臺北128支,台北市信義區松廉路76號,(02)2725-3080,(02)2725-3080,25.033806,121.567224
111021,000229-3,士林名山里郵局,臺北129支,台北市士林區至誠路二段70號,(02)2838-6703,(02)2838-6703,25.1017472,121.52832790000001
112006,000231-9000502-5,北投郵局,臺北131支,台北市北投區光明路165號,(02)2891-2420,(02)2891-2420,25.135509399999997,121.5027857
112063,000233-6,北投石牌郵局,臺北133支,台北市北投區石牌路二段93-2號,(02)2821-4449,(02)2821-4449,25.117363100000002,121.51639679999998
112020,000234-0,北投關渡郵局,臺北134支,台北市北投區知行路293巷9弄11號,(02)2858-1260,(02)2858-1260,25.121554999999997,121.4668855
112058,000235-3,北投舊北投郵局,臺北135支,台北市北投區中央南路一段201號,(02)2891-3104,(02)2891-3104,25.128507100000004,121.50131670000002
112201,000236-7,北投榮總郵局,臺北136支,台北市北投區石牌路二段201號,(02)2872-6742,(02)2872-6742,25.1192105,121.52038219999999
112047,000237-1,北投文林郵局,臺北137支,台北市北投區文林北路96號,(02)2827-3044,(02)2827-3044,25.1056629,121.51767199999999
112015,000238-4,北投山腳郵局,臺北138支,台北市北投區中和街408號,(02)2891-1520,(02)2891-1520,25.143711800000002,121.49810320000002
112034,000239-8,北投實踐郵局,臺北139支,台北市北投區實踐街48巷11號,(02)2822-3054,(02)2822-3054,25.1145713,121.5093483
112051,000240-0,北投致遠郵局,臺北140支,台北市北投區致遠一路1段121號,(02)2823-0602,(02)2823-0602,25.1100915,121.514895
112013,000241-3,北投文化郵局,臺北141支,台北市北投區文化三路8號,(02)2891-0330,(02)2891-0330,25.137386499999998,121.49746880000001
112040,000242-7,北投明德郵局,臺北142支,台北市北投區明德路210號,(02)2822-6347,(02)2822-6347,25.113253,121.5221483
112036,000243-1,北投尊賢郵局,臺北143支,台北市北投區尊賢街247-4號,(02)2821-5141,(02)2821-5141,25.1175046,121.50682240000002
112005,000244-4,北投奇岩郵局,臺北144支,台北市北投區公館路271號,(02)2892-8444,(02)2892-8444,25.1251093,121.50771809999999
112018,000245-8,北投豐年郵局,臺北145支,台北市北投區中央北路二段329號,(02)2893-3596,(02)2893-3596,25.1383282,121.4892558
112018,000246-1,北投一德郵局,臺北146支,台北市北投區中央北路四段529號,(02)2892-1518,(02)2892-1518,25.1278777,121.46797509999999
112304,000247-5,臺北陽明交大郵局,臺北147支,台北市北投區立農街二段155號,(02)2821-6416,(02)2821-6416,25.1195749,121.51438590000002
114020,000248-9000503-9,內湖郵局,臺北148支,台北市內湖區民權東路六段83號,(02)2790-1070-13,(02)2790-1070-11,25.0693178,121.5880759
114023,000249-2,內湖碧湖郵局,臺北149支,台北市內湖區內湖路二段225號,(02)2792-2674,(02)2795-4215,25.081859899999998,121.5891581
114026,000250-4,內湖週美郵局,臺北150支,台北市內湖區新明路380巷4弄4號,(02)2791-0759,(02)2791-0759,25.0549969,121.58012
114035,000251-8,內湖文德郵局,臺北151支,台北市內湖區文德路26號,(02)2797-3893,(02)2627-0039,25.0782557,121.5797027
114052,000252-1,內湖金龍郵局,臺北152支,台北市內湖區內湖路三段131號,(02)2790-3378,(02)2790-3378,25.086778,121.58998500000001
114004,000253-5,內湖西湖郵局,臺北153支,台北市內湖區內湖路一段331號,(02)2798-7290,(02)2799-1342,25.0823114,121.568353
114054,000254-9,內湖東湖郵局,臺北154支,台北市內湖區康樂街16號,(02)2633-3525,(02)2632-3853,25.0681908,121.61787120000001
114041,000255-2,內湖大湖郵局,臺北155支,台北市內湖區大湖街166巷2號,(02)2792-6045,(02)2792-6045,25.0843035,121.6006705
114063,000256-6,內湖江南郵局,臺北156支,台北市內湖區瑞光路316巷1號,(02)2657-2428,(02)2657-2428,25.076523899999998,121.574047
114061,000257-0,內湖北勢湖郵局,臺北157支,台北市內湖區內湖路一段91巷2-1號,(02)2799-4021,(02)2799-4021,25.084751899999997,121.5614324
114066,000258-3,內湖舊宗郵局,臺北158支,台北市內湖區舊宗路一段189號,(02)2792-7970,(02)2792-7970,25.062275600000003,121.57798159999999
114046,000259-7,內湖康寧郵局,臺北159支,台北市內湖區康寧路三段22號,(02)2633-4746,(02)2633-4746,25.0723614,121.6075176
114202,000260-9,內湖三總郵局,臺北160支,台北市內湖區成功路二段325號,(02)8791-2867,(02)8791-2867,25.071831500000002,121.5899564
115008,000261-2,南港昆陽郵局,臺北161支,台北市南港區忠孝東路六段400號,(02)2651-4945,(02)2651-4945,25.049866899999998,121.59262120000001
115024,000262-6,中研院郵局,臺北162支,台北市南港區研究院路二段108號,(02)2782-3553,(02)2788-0823,25.0428717,121.61652450000001
115004,000264-3,南港港三郵局,臺北164支,台北市南港區南港路三段184號,(02)2783-1409,(02)2783-1409,25.0532733,121.5870406
115021,000265-7,南港富康郵局,臺北165支,台北市南港區南港路二段78號,(02)2783-7204,(02)2783-7204,25.0538742,121.6034144
115006,000266-1,南港同德郵局,臺北166支,台北市南港區同德路85巷2號,(02)2653-4350,(02)2786-8549,25.046270899999996,121.58562009999999
115029,000267-4000504-2,南港郵局,臺北167支,台北市南港區南港路二段78號,(02)2785-0141,(02)2785-0141,25.0538742,121.6034144
115005,000268-8,南港福德郵局,臺北168支,台北市南港區福德街314號,(02)2785-1709,(02)2785-1709,25.0394256,121.58771000000002
115025,000269-1,南港後山埤郵局,臺北169支,台北市南港區忠孝東路五段994號,(02)2786-7814,(02)2786-7814,25.0448713,121.58269299999999
116301,000276-5,世新大學郵局,臺北176支,台北市文山區木柵路1段17巷1號,(02)2236-4310,(02)2236-4310,24.9884927,121.54390910000001
100020,000277-9,臺北仁杭郵局,臺北177支,台北市中正區杭州南路１段24號,(02)2395-5573,(02)2395-5573,25.0375759,121.524648
116018,000278-2,文山樟腳里郵局,臺北178支,台北市文山區木新路3段25號,(02)2939-9424,(02)2939-9424,24.982500899999998,121.5647256
116302,000279-6,政大郵局,臺北179支,台北市文山區指南路2段64號,(02)2938-7146,(02)2938-7146,24.9861185,121.5774023
223011,000280-8,石碇華梵大學郵局,臺北180支,新北市石碇區豐田里華梵路1號,(02)2663-2697,(02)2663-2697,24.98110560000001,121.69080509999999
222001,000281-1,深坑草地尾郵局,臺北181支,新北市深坑區北深路3段264號,(02)2664-2140,(02)2664-2140,25.004534399999997,121.5991767
226001,000282-5,平溪郵局,臺北182支,新北市平溪區平溪街42號,(02)2495-1062,(02)2495-1062,25.025855899999996,121.738749
116025,000283-9,文山萬美街郵局,臺北183支,台北市文山區萬美街1段51號,(02)2230-8803,(02)2230-8803,25.0021799,121.5684884
893013,000284-2,金門郵局,臺北184支,金門縣金城鎮民生路４號,(082)32-5823,(082)32-5823,24.4329669,118.32050420000002
890006,000285-6,金門沙美郵局,臺北185支,金門縣金沙鎮國中路21號,(082)35-2557,(082)35-2557,24.489126000000002,118.41439199999999
892009,000286-0,金門金寧郵局,臺北186支,金門縣金寧鄉仁愛新邨137號,(082)32-5787,(082)32-5787,24.450086,118.3360828
894021,000287-3,金門烈嶼郵局,臺北187支,金門縣烈嶼鄉林湖村西宅7之5號,(082)36-2171,(082)36-2171,24.4295078,118.2475773
891003,000288-7,金門尚義郵局,臺北188支,金門縣金湖鎮尚義機場2號,(082)31-1955,(082)31-1955,24.4290517,118.35967020000001
209002,000289-1,馬祖郵局,臺北189支,連江縣南竿鄉福沃村141號,(0836)22050,(0836)22050,26.1573654,119.94225530000001
209004,000290-2,馬祖馬港郵局,臺北190支,連江縣南竿鄉馬祖村84號,(0836)22217,(0836)22217,26.158251,119.918152
115603,000291-6,南港軟體園區郵局,臺北191支,台北市南港區園區街3-2號,(02)2785-5033,(02)2785-5033,25.056802899999997,121.61188020000002
104252,000292-0,臺北樂群二路郵局,臺北192支,台北市中山區樂群二路147號,(02)8502-3327,(02)8502-3327,25.0801555,121.5572562
891005,000350-0,金門山外郵局,臺北250支,金門縣金湖鎮林森路39號,(082)33-3741,(082)33-3741,24.4423152,118.41538909999998
211041,000353-1,馬祖西莒郵局,臺北253支,連江縣莒光鄉西莒青帆村17號,(0836)88170,(0836)88170,25.969187899999998,119.9360209
210005,000354-4,馬祖北竿郵局,臺北254支,連江縣北竿鄉塘岐村256號,(0836)55363,(0836)55363,26.224575,119.99724909999999
211091,000355-8,馬祖東莒郵局,臺北255支,連江縣莒光鄉東莒大坪村55號,(0836)89036,(0836)89036,25.9566259,119.97720259999998
212041,000356-1,馬祖東引郵局,臺北256支,連江縣東引鄉樂華村69號,(0836)77276,(0836)77276,26.366899800000002,120.4876771
896001,000357-5,金門烏坵郵局,臺北257支,金門縣烏坵鄉大坵村,(0826)66038,(0826)66038,24.9944743,119.451303
200009,001100-2001500-4,基隆愛三路郵局,基隆901支,基隆市仁愛區愛三路130號,(02)2421-0113,(02)2421-0148,25.130212,121.74393529999999
202005,001101-6,基隆港東郵局,基隆1支,基隆市中正區中正路56號,(02)2421-0156,(02)2421-0156,25.1341957,121.74558970000001
200002,001102-0,基隆港西街郵局,基隆2支,基隆市仁愛區港西街10號,(02)2421-0157,(02)2421-0157,25.1336808,121.74080740000001
206005,001103-3,基隆七堵郵局,基隆3支,基隆市七堵區明德一路171號,(02)2456-1286,(02)2456-1286,25.0970707,121.7127665
202008,001104-7,基隆中正郵局,基隆4支,基隆市中正區中正路393巷18號,(02)2462-3324,(02)2462-3324,25.1510733,121.7664162
203001,001105-1,基隆新民郵局,基隆5支,基隆市中山區新民路19號,(02)2421-0158,(02)2421-0158,25.130553699999997,121.7363772
202008,001106-4,基隆和平島郵局,基隆6支,基隆市中正區和一路129號,(02)2462-2371,(02)2462-2371,25.154880600000002,121.76540929999999
202301,001107-8,海洋大學郵局,基隆7支,基隆市中正區北寧路2號,(02)2462-1990,(02)2462-1990,25.15044,121.77557309999999
205002,001108-1,基隆過港路郵局,基隆8支,基隆市暖暖區過港路58號,(02)2457-2339,(02)2457-2339,25.1051754,121.73777340000002
200002,001109-5,基隆孝三路郵局,基隆9支,基隆市仁愛區孝三路62號,(02)2421-0159,(02)2421-0159,25.130428,121.739696
203004,001110-7,基隆中山郵局,基隆10支,基隆市中山區中華路3號,(02)2421-0160,(02)2421-0160,25.145220000000002,121.738599
202012,001111-1,基隆八斗子郵局,基隆11支,基隆市中正區八斗街14號,(02)2469-2134,(02)2469-2134,25.1399978,121.7962893
201012,001112-4,基隆信義郵局,基隆12支,基隆市信義區信二路178號,(02)2421-0161,(02)2421-0161,25.1295447,121.75349229999999
201013,001113-8,基隆東信路郵局,基隆13支,基隆市信義區東信路123號,(02)2465-7502,(02)2465-7502,25.1282127,121.7638399
206007,001114-1,基隆六堵郵局,基隆14支,基隆市七堵區工東街64號,(02)2451-2153,(02)2451-2153,25.088355,121.703405
202005,001115-5,基隆安瀾橋郵局,基隆15支,基隆市中正區中正路330號,(02)2462-1989,(02)2462-1989,25.1427811,121.7610311
200012,001116-9,基隆仁二路郵局,基隆16支,基隆市仁愛區仁二路19號,(02)2421-0162,(02)2421-0162,25.1274428,121.750405
